index,assists,baronKills,bountyLevel,champExperience,champLevel,championId,championName,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees_x,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,id_game,inhibitorTakedowns,nexusTakedowns,turretTakedowns_x,eligibleForProgression,basicPings,allInPings,assistMePings,baitPings,commandPings,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,doubleAces,dragonTakedowns,earliestBaron,earliestDragonTakedown,earliestElderDragon,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadAfkTeammate,hadOpenNexus,highestChampionDamage,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerKillsEarlyJungle,junglerTakedownsNearDamagedEpicMonster,kda,killParticipation,killsNearEnemyTurret,killsOnLanersEarlyJungleAsJungler,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,laneMinionsFirst10Minutes,legendaryCount,lostAnInhibitor,maxKillDeficit,moreEnemyJungleThanOpponent,mostWardsDestroyedOneSweeper,multiKillOneSpell,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,poroExplosions,riftHeraldTakedowns,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirst25Minutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,turretPlatesTaken,turretTakedowns_y,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,controlWardTimeCoverageInRiverOrEnemyHalf,earlyLaningPhaseGoldExpAdvantage,laningPhaseGoldExpAdvantage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,visionScoreAdvantageLaneOpponent,teleportTakedowns,highestCrowdControlScore,shortestTimeToAceFromFirstTakedown,highestWardKills,baronBuffGoldAdvantageOverThreshold,fastestLegendary,thirdInhibitorDestroyedTime,completeSupportQuestInTime,dodgeSkillShotsSmallWindow,epicMonsterStolenWithoutSmite,kTurretsDestroyedBeforePlatesFall,landSkillShotsEarlyGame,multiTurretRiftHeraldCount,quickCleanse,quickFirstTurret,quickSoloKills,soloTurretsLategame,threeWardsOneSweeperCount,fasterSupportQuestCompletion,mejaisFullStackInTime,immobilizeAndKillWithAlly,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,knockEnemyIntoTeamAndKill,pickKillWithAlly,saveAllyFromDeath,survivedThreeImmobilizesInFight,tookLargeDamageSurvived,takedownsFirstXMinutes,killingSprees_y,playedChampSelectPosition
5,9,0,3,20186,18,875,Sett,0,1,9806,18397,9806,53287,8,0,2,0,False,False,False,True,False,False,17355,15150,TOP,0,0,3075,6630,3111,3153,3053,3211,3340,21,2,8,TOP,13,3,2,621,1737,993,12427,20,0,0,0,0,6,0,194412,25074,34289,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,87,30,54,11,4,4,4,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,507,GC LDCGOD,False,200,TOP,40,2144,216147,33359,0,48121,9301,0,228,297,336,1,0,19996,7291,1405,2,3,0,22,0,3,11,True,LA2_1095927340,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,0,0,13895,15,122,Darius,0,1,1740,5997,1740,27690,8,0,0,0,False,False,False,True,False,True,11668,11800,TOP,0,1,3075,6630,3047,3053,3066,1029,3340,25,0,4,TOP,10,0,1,544,816,202,6835,13,0,0,0,0,6,0,125578,14759,18579,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,61,95,17,5,4,4,4,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,507,GC LDCGOD,False,200,TOP,17,1830,130065,15913,0,32684,8138,0,189,103,179,1,0,3671,951,7268,1,7,0,17,0,2,8,False,LA2_1095937517,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,0,0,9630,12,121,Khazix,0,0,0,8303,0,11564,7,0,1,1,False,False,False,False,False,True,9730,9100,JUNGLE,0,0,6691,2031,6676,3158,3035,0,3340,17,2,7,JUNGLE,437,3,3,465,8170,749,5224,114,0,0,0,0,7,0,95944,7563,16690,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,NONE,0,135,68,16,16,2,4,11,11,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,507,GC LDCGOD,False,200,JUNGLE,5,1592,111936,8753,0,22163,8689,0,34,147,230,1,1,7822,440,248,0,6,0,22,0,7,6,False,LA2_1095961360,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,0,1,12573,14,875,Sett,0,1,7512,9746,7512,20614,3,0,0,0,True,False,False,True,False,False,10751,9200,TOP,1,0,1054,6630,3111,3153,3044,0,3340,16,2,8,TOP,0,5,1,577,429,352,10718,20,1,0,0,0,1,0,107726,17085,13217,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,53,26,37,6,4,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,507,GC LDCGOD,False,100,TOP,28,1458,120030,22096,0,24572,3484,0,129,231,88,1,0,11874,4659,636,2,1,0,10,0,2,5,True,LA2_1096038891,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,0,0,10900,13,150,Gnar,0,1,1741,3158,1741,15397,6,0,1,0,False,False,False,False,False,False,9495,9100,TOP,0,3,1054,3047,6632,3071,3044,0,3340,17,1,4,TOP,0,2,2,389,10207,1704,8135,4,0,1,0,0,6,0,89961,16336,13135,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,93,28,22,10,4,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,200,TOP,35,1536,109534,18040,0,21968,2224,0,134,369,146,1,0,9365,0,697,0,11,0,9,0,0,7,False,LA2_1096052356,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,0,0,7107,10,92,Riven,0,1,545,545,545,8738,7,0,0,0,False,False,False,False,False,True,5074,4900,TOP,0,0,1055,6630,3047,0,0,0,3340,13,0,0,NONE,0,0,0,376,0,0,5957,6,0,0,0,0,1,0,55625,5502,7716,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SUPPORT,0,112,23,19,6,2,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,TOP,15,1184,55625,5502,0,13709,1079,0,96,79,169,1,0,0,0,36,0,6,0,6,0,0,4,False,LA2_1096065551,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,0,0,9653,12,119,Draven,0,1,2909,6523,2909,9740,5,0,0,0,False,False,False,False,False,True,9361,8000,BOTTOM,0,1,1055,6673,3006,6676,0,0,3340,16,0,2,BOTTOM,593,0,1,976,0,0,6557,8,0,0,0,0,9,0,96935,9430,11313,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,CARRY,0,49,49,12,11,4,4,5,7,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,200,BOTTOM,8,1663,100988,9432,0,18999,1983,207,162,53,127,3,0,4052,2,1128,1,6,0,18,0,3,8,False,LA2_1096077913,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22,0,5,12922,14,412,Thresh,0,2,3224,5148,3224,17162,2,0,1,0,True,False,False,False,False,True,10400,9550,UTILITY,0,0,3857,3190,3109,3158,3075,3024,3364,18,1,5,BOTTOM,0,5,2,545,19500,8633,10454,0,0,0,0,0,5,0,10763,1959,8560,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SUPPORT,0,46,25,23,8,5,4,6,14,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,UTILITY,30,1698,34946,11249,4132,19887,4697,0,40,80,37,1,0,4682,656,872,1,2,0,25,0,3,11,True,LA2_1096277179,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,0,0,14198,15,412,Thresh,0,2,1718,1718,1718,32017,9,0,0,0,False,False,False,False,False,False,8687,7750,UTILITY,0,5,3857,3190,3050,3158,3076,1011,3364,18,0,2,BOTTOM,2,0,1,360,21826,11473,6462,4,0,1,0,0,5,0,7521,1175,18210,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SUPPORT,0,65,19,32,12,6,4,7,14,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,UTILITY,55,2019,34728,13916,3707,25866,1462,0,44,149,216,1,0,5380,1267,1193,0,11,0,27,0,4,12,False,LA2_1096408639,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,0,1,13370,15,875,Sett,0,1,4511,7177,4511,19851,3,0,0,0,False,False,False,True,False,False,10216,9200,TOP,0,0,1054,6630,3111,3044,3153,0,3340,13,1,6,TOP,0,5,1,937,503,503,12412,8,0,0,0,0,1,0,110420,20709,11644,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,53,27,29,5,2,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,TOP,23,1473,126125,24467,0,25270,2825,0,153,124,101,1,0,15201,3253,1213,1,0,0,15,0,4,6,True,LA2_1096463648,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,0,0,12775,14,875,Sett,0,1,4491,14309,4491,20495,4,0,0,0,False,False,False,False,False,False,10160,10075,TOP,0,0,1054,6630,3111,3153,3044,1037,3340,15,1,5,MIDDLE,0,4,1,974,382,382,4160,16,0,0,0,0,1,0,102498,13191,18029,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SUPPORT,0,42,24,31,6,2,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,TOP,21,1705,120390,16150,0,23899,1842,0,129,124,134,1,0,17509,2576,1709,2,2,0,12,0,3,6,True,LA2_1096678499,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,0,0,19179,18,875,Sett,0,1,9955,27390,9955,41201,7,0,1,0,False,False,False,True,False,False,15232,13900,TOP,1,2,1054,6630,3047,3075,3153,3053,3340,22,2,6,TOP,0,2,2,727,1886,502,9254,8,0,0,0,0,1,0,227505,15899,27987,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,74,22,29,7,3,4,4,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,TOP,23,2146,243827,21590,0,37464,3455,0,240,191,230,1,0,14435,5187,222,4,8,0,16,0,2,8,True,LA2_1096703080,2.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,0,0,9628,12,875,Sett,0,1,3439,4392,3439,19170,4,0,0,0,True,False,False,False,False,False,7642,7300,TOP,0,0,1054,6029,3075,3067,3044,3047,3340,11,0,1,MIDDLE,13,0,1,671,3237,916,4642,4,0,0,0,0,1,0,54879,6238,10078,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,DUO,0,31,18,19,5,3,4,1,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,TOP,14,1368,72328,9827,0,16364,890,0,124,86,127,1,0,14211,2671,1644,1,0,0,9,0,1,5,True,LA2_1096745371,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,0,1,11509,14,875,Sett,0,1,14304,17158,14304,15611,5,0,0,0,False,False,False,True,False,False,10887,9600,TOP,1,0,1054,6630,3111,3153,3044,1028,3340,18,1,4,TOP,0,3,1,504,323,323,5947,4,0,0,0,0,6,0,91625,10141,11485,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,52,14,26,6,2,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,200,TOP,15,1421,111229,12645,0,17859,1414,0,141,151,120,1,0,19280,2180,426,4,1,0,13,0,3,6,True,LA2_1096759667,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,0,0,14059,15,777,Yone,0,1,3346,4112,3346,11957,8,0,0,0,False,False,False,False,False,False,10942,10050,TOP,0,0,3031,6673,3006,1036,1038,0,3340,15,1,3,TOP,585,2,1,272,13831,1775,3510,30,0,0,0,0,1,0,111383,6633,14617,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,181,28,31,7,2,4,4,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,TOP,9,1601,133302,9041,0,20643,1601,0,166,115,203,1,0,8086,631,2515,2,2,0,15,0,2,7,True,LA2_1096793117,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,0,0,12391,14,875,Sett,0,1,1884,1884,1884,39254,6,0,2,0,False,False,False,False,False,False,11651,11500,TOP,0,2,1054,6630,3075,3053,3111,3067,3340,16,3,9,JUNGLE,8,3,2,459,4924,1143,16023,0,0,1,0,0,1,0,105088,21202,16770,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,NONE,0,51,28,40,8,4,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,508,GC LDCGOD,False,100,TOP,37,1590,126905,29828,0,34643,4330,0,150,310,154,1,0,16891,7482,1850,0,10,0,8,0,1,5,False,LA2_1097080649,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,0,1,14167,15,223,TahmKench,0,0,3228,7678,3228,35797,6,0,0,0,False,False,False,False,False,False,9961,9150,TOP,0,0,6662,2033,3047,3075,3211,3067,3340,16,0,2,TOP,15,0,1,497,55571,14565,4000,0,0,0,0,0,6,0,30393,4176,21994,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,111,5,4,40,3,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,509,GC LDCGOD,False,200,TOP,38,1832,88684,18742,0,27789,12257,0,151,624,190,1,0,2720,0,1794,2,3,0,13,0,0,8,True,LA2_1097093377,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,0,3,10024,13,223,TahmKench,0,0,7473,7701,7473,12549,1,0,0,0,True,False,False,False,False,False,8432,6450,TOP,1,0,3111,2033,6662,3067,3211,0,3340,8,2,5,TOP,0,3,1,581,28652,6736,4912,4,0,0,0,0,1,0,18010,1915,7267,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,79,8,7,13,1,4,1,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,509,GC LDCGOD,False,100,TOP,21,1228,46867,8856,0,12274,4169,0,82,291,27,1,0,203,203,95,2,0,0,8,0,0,5,True,LA2_1097096863,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,0,1,6369,10,223,TahmKench,0,0,915,915,915,6509,3,0,0,0,False,False,False,False,False,True,4340,3150,TOP,0,0,6660,2033,3111,1033,0,0,3340,5,0,1,NONE,0,0,1,448,20783,3432,5357,0,0,0,0,0,8,0,11744,1237,3128,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SUPPORT,0,50,8,1,9,1,4,1,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,509,GC LDCGOD,False,200,TOP,14,937,34067,4670,0,9025,2051,0,80,151,73,1,0,1540,0,539,0,3,0,4,0,0,3,False,LA2_1097127316,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,0,7,22031,18,777,Yone,0,1,7268,16975,7268,44139,5,0,4,0,False,False,False,False,False,True,20113,17400,TOP,1,1,3072,3006,6673,3031,3033,6333,3340,23,3,16,TOP,949,7,2,648,37457,7185,8893,21,0,0,0,0,1,0,279080,23734,21329,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,DUO,0,304,42,48,9,1,4,4,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,509,GC LDCGOD,False,100,TOP,25,2019,324697,33868,0,31445,4158,0,278,234,146,1,0,8158,2948,1222,4,7,0,22,0,4,10,True,LA2_1097139732,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,0,0,17789,17,875,Sett,0,1,7646,17859,7646,65702,6,0,0,1,True,False,False,True,False,True,15372,14800,TOP,0,2,3065,6630,3047,3153,3075,3044,3340,24,1,6,TOP,14,4,1,1061,3463,1261,7013,16,0,0,0,0,6,0,184989,21993,32367,3182,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,85,25,40,9,4,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,509,GC LDCGOD,False,200,TOP,29,2267,206295,27435,0,42380,5516,0,230,194,211,1,0,17842,4181,2999,2,8,0,24,0,4,11,False,LA2_1097154564,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
