index,assists,baronKills,bountyLevel,champExperience,champLevel,championId,championName,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees_x,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,id_game,inhibitorTakedowns,nexusTakedowns,turretTakedowns_x,eligibleForProgression,basicPings,allInPings,assistMePings,baitPings,commandPings,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,doubleAces,dragonTakedowns,earliestBaron,earliestDragonTakedown,earliestElderDragon,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadAfkTeammate,hadOpenNexus,highestChampionDamage,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerKillsEarlyJungle,junglerTakedownsNearDamagedEpicMonster,kda,killParticipation,killsNearEnemyTurret,killsOnLanersEarlyJungleAsJungler,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,laneMinionsFirst10Minutes,legendaryCount,lostAnInhibitor,maxKillDeficit,moreEnemyJungleThanOpponent,mostWardsDestroyedOneSweeper,multiKillOneSpell,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,poroExplosions,riftHeraldTakedowns,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirst25Minutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,turretPlatesTaken,turretTakedowns_y,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,controlWardTimeCoverageInRiverOrEnemyHalf,earlyLaningPhaseGoldExpAdvantage,laningPhaseGoldExpAdvantage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,visionScoreAdvantageLaneOpponent,teleportTakedowns,highestCrowdControlScore,shortestTimeToAceFromFirstTakedown,highestWardKills,baronBuffGoldAdvantageOverThreshold,fastestLegendary,thirdInhibitorDestroyedTime,completeSupportQuestInTime,dodgeSkillShotsSmallWindow,epicMonsterStolenWithoutSmite,kTurretsDestroyedBeforePlatesFall,landSkillShotsEarlyGame,multiTurretRiftHeraldCount,quickCleanse,quickFirstTurret,quickSoloKills,soloTurretsLategame,threeWardsOneSweeperCount,fasterSupportQuestCompletion,mejaisFullStackInTime,immobilizeAndKillWithAlly,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,knockEnemyIntoTeamAndKill,pickKillWithAlly,saveAllyFromDeath,survivedThreeImmobilizesInFight,tookLargeDamageSurvived,takedownsFirstXMinutes,killingSprees_y,playedChampSelectPosition
6,9,1,0,13639,15,19,Warwick,0,0,165,46959,165,27132,3,0,4,4,False,False,False,True,False,True,13721,13033,JUNGLE,0,0,3078,1043,3748,3047,3065,1053,3340,18,2,15,JUNGLE,0,8,2,865,46043,8919,5449,140,0,0,0,0,7,0,88721,10713,31822,5145,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,NONE,0,100,3,36,7,2,4,13,11,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,532,GC Darius Brando,False,200,JUNGLE,25,1579,153173,20052,0,38625,23319,0,15,228,78,1,0,18409,420,1353,1,1,0,18,0,1,6,True,LA2_1172020463,0.0,0.0,1.0,True,,,,,,,,,,,,,,,0.0,146.0,0.0,67.00000005960464,1.0,0.0,0.0,0.0,0.0,761.6001464026177,0.3545596785096418,0.0,3.0,0.0,4.0,1233.914992427279,406.5397838483077,,0.0,0.0,0.0,32.0,17.000000059604645,0.0,2.0,0.0,706.5143594004629,0.0,0.0,1579.7885967401703,,521.123511188474,0.0,0.0,,2.0,2.0,61.00000002980232,0.0,0.0,8.0,0.75,6.0,3.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-38.000000059604645,,0.0,4.0,0.0,3078.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,6.0,31.0,19.0,0.0,0.0,1.0,6.0,0.0,1.0,24.0,0.0,0.0,,0.0,0.0,1.0,0.201205493469726,0.0,2.0,2.0,1.0,5.0,0.0,0.0,0.7192265188588298,1.0,1.0,0.0,,0.0,1.0,62.849999994039536,3.0,0.1932575702667236,,,,,,944.4484845293164,,0.0,48.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,11.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,11.0,,
0,6,0,0,23194,18,23,Tryndamere,0,1,3236,9176,3236,36301,11,0,1,0,False,False,False,False,False,False,19072,17500,TOP,0,2,6694,6671,3006,6675,3033,3031,3340,20,4,12,TOP,966,2,2,727,1897,1897,15046,20,0,1,0,0,1,0,252077,26113,29006,5145,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,24,26,90,12,5,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,532,GC Darius Brando,False,100,TOP,12,2412,255880,29287,0,46634,10804,0,252,136,469,1,0,1905,1275,2581,1,9,0,24,0,4,11,False,LA2_1172131441,0.0,0.0,1.0,True,,,,,,,,,,,,,,,0.0,152.0,0.0,5.5,0.0,0.0,1125.0,1.0,0.0,728.156655716347,0.2561165428141826,0.0,11.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,,0.0,0.0,2413.247013819132,0.0,474.2065007526697,0.0,0.0,,0.0,0.0,8.0,,0.0,1.6363636363636365,0.28125,0.0,,0.0,0.0,0.0,0.0,76.0,1.0,0.0,0.0,-94.00000002980232,,0.0,1.0,0.0,6671.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,19.0,0.0,0.0,5.0,11.0,1.0,0.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.2054759606050763,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.6096918404204862,4.0,2.0,1.0,,0.0,0.0,90.0,1.0,-0.2121997475624084,,,,,,,,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,10.0,0.0,8.0,0.0,2.0,,
0,3,0,0,14079,15,266,Aatrox,0,1,879,7351,879,21567,7,0,1,0,False,False,False,False,False,False,10335,9775,TOP,0,2,1055,6692,3111,3071,3044,1037,3340,15,1,5,TOP,0,3,2,644,0,0,10207,4,0,1,0,0,1,0,103340,19577,19861,5145,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,177,33,58,10,4,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,532,GC Darius Brando,False,100,TOP,23,1859,113492,20213,0,31174,10414,0,145,99,221,1,0,10152,636,1105,1,10,0,10,0,1,7,False,LA2_1179065633,0.0,0.0,1.0,True,,,,,,,,,,,,,,,0.0,278.0,0.0,4.0,0.0,0.0,300.0,0.0,0.0,652.1494556888696,0.2474239326915063,0.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,,0.0,1.0,1859.7437271397844,0.0,333.4370703611416,0.0,0.0,,0.0,0.0,0.0,,0.0,1.1428571428571428,0.2580645161290322,0.0,,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,-118.00000005960464,,0.0,1.0,0.0,6692.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.2520268952979009,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.3380542583215719,1.0,0.0,0.0,,0.0,0.0,2.0,1.0,-0.68436199426651,1.0,,,,,,,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,6.0,0.0,0.0,6.0,8.0,0.0,1.0,0.0,1.0,1.0,
1,9,0,0,11539,14,2,Olaf,0,0,0,9276,0,39636,15,0,0,0,False,True,False,False,False,False,9016,8400,JUNGLE,0,2,2031,6630,3075,3047,3067,0,3340,16,1,3,JUNGLE,14,2,1,242,8843,172,21115,96,0,1,0,0,2,0,102047,15418,18977,5145,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,NONE,0,161,54,64,12,3,4,15,11,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,533,GC Darius Brando,False,100,JUNGLE,15,1835,130399,21273,0,42275,6480,0,31,502,362,1,0,19508,5682,2181,0,11,0,17,0,5,5,False,LA2_1181374855,0.0,0.0,0.0,True,,,,,,,,,,,,,,,0.0,291.0,0.0,87.00000011920929,0.0,0.0,150.0,0.0,0.0,695.1585924669771,0.2622815902023752,0.0,15.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1836.1709873033556,,294.64486865112303,0.0,0.0,,2.0,1.0,56.00000008940697,0.0,0.0,0.8,0.5454545454545454,0.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-71.99999994039536,,0.0,0.0,0.0,6630.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,51.0,0.0,0.0,1.0,5.0,0.0,0.0,12.0,0.0,1.0,,0.0,0.0,0.0,0.1970271683227605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5617992307770642,5.0,4.0,0.0,,0.0,0.0,7.000000029802322,1.0,-0.4107574224472046,,1.0,,,,,,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,,
0,5,0,2,12261,14,122,Darius,0,1,7345,21399,7345,25652,5,0,1,1,False,False,False,True,False,False,12267,10933,TOP,1,0,3053,3047,3078,3742,0,0,3340,20,3,9,TOP,0,3,2,566,0,0,8753,8,0,0,0,0,1,0,101430,18409,20131,5145,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,65,70,19,8,5,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,533,GC Darius Brando,False,100,TOP,19,1570,108382,21941,0,31055,6223,0,135,140,186,1,0,6952,3532,2170,3,0,0,6,0,0,5,True,LA2_1183051479,1.0,1.0,4.0,True,,,,,,,,,,,,,,,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.414159089639,0.3050235984875766,0.0,5.0,0.0,1.0,,1462.8004180844189,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,790.3077045731824,1.0,0.0,1570.2334260784423,0.0,468.752820715638,0.0,0.0,,0.0,0.0,0.0,,0.0,2.8,0.2592592592592592,5.0,,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,-92.00000005960464,,0.0,1.0,0.0,3078.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,81.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.2201873918068347,0.0,1.0,5.0,4.0,5.0,0.0,0.0,0.2433460122717658,0.0,0.0,0.0,,0.0,0.0,12.0,1.0,-0.2812970876693725,,,26.704599026127653,,,,,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,4.0,1.0,0.0,7.0,8.0,0.0,3.0,0.0,4.0,1.0,
0,7,0,0,25591,18,82,Mordekaiser,0,2,7129,28178,7129,62765,7,0,4,1,False,False,False,False,False,False,20499,16400,TOP,0,0,4633,3157,3047,3116,4637,3065,3340,19,5,19,TOP,0,7,3,864,188087,33495,28524,22,0,0,0,0,1,0,26088,3796,21360,3540,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,178,42,53,13,4,4,4,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,533,GC Darius Brando,False,100,TOP,23,2394,227176,42127,0,55783,13524,0,224,371,185,1,1,13000,4834,5898,4,6,0,25,0,3,11,True,LA2_1184747144,0.0,1.0,4.0,True,,,,,,,,,,,,,,,0.0,286.0,0.0,0.0,2.0,0.0,750.0,1.0,0.0,1055.3754519719394,0.308683656565393,0.0,7.0,0.0,3.0,1656.0952586390997,1611.7893075774166,2338.723216712783,0.0,0.0,1.0,21.0,10.0,0.0,0.0,0.0,871.3613587082663,0.0,1.0,2395.019109338926,0.0,513.5566409278042,0.0,0.0,,0.0,0.0,0.0,,1.0,3.7142857142857135,0.5416666666666666,3.0,,1.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,-114.00000008940695,,0.0,5.0,0.0,4633.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,0.0,0.0,0.0,9.0,11.0,1.0,0.0,26.0,0.0,0.0,,0.0,0.0,2.0,0.2527380905413192,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.6509838685011534,3.0,2.0,1.0,,,,,,,,1.0,,,,,2358.2987754991223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,3.0,1.0,0.0,7.0,9.0,0.0,0.0,0.0,4.0,4.0,
5,6,0,0,18393,18,122,Darius,0,3,9481,38241,9481,42333,6,1,1,0,False,False,False,True,False,False,17420,16858,TOP,0,0,6333,3078,3742,3047,4401,3075,3340,21,2,13,TOP,29,9,2,1130,601,200,11770,26,1,0,0,0,6,0,158826,17434,19323,3540,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,72,90,15,6,4,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,533,GC Darius Brando,False,200,TOP,16,2078,168269,20288,0,35587,6963,0,163,134,230,1,0,8841,2653,4494,6,2,0,29,1,2,10,True,LA2_1187523589,0.0,1.0,6.0,True,,,,,,,,,,,,,,,0.0,183.0,0.0,8.000000029802322,2.0,0.0,750.0,0.0,1.0,585.6898377787282,0.2525194256703147,0.0,6.0,0.0,1.0,1387.5292986654806,1479.8510773482817,,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,721.6169410993692,0.0,0.0,2078.426702867597,0.0,502.900954840208,0.0,0.0,,0.0,0.0,0.0,,2.0,3.1666666666666665,0.3958333333333333,3.0,,0.0,0.0,0.0,2.0,50.0,0.0,0.0,3.0,-115.00000005960464,,0.0,1.0,0.0,3078.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,8.0,9.0,1.0,1.0,19.0,0.0,0.0,,0.0,0.0,2.0,0.1744808770539933,0.0,1.0,5.0,6.0,5.0,0.0,0.0,0.8382729186242391,2.0,0.0,0.0,0.260597524495426,0.0,0.0,1.0,2.0,0.0490275621414184,,,31.520804319925677,,1.0,1344.637054948956,,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,2.0,2.0,1.0,7.0,11.0,0.0,7.0,0.0,5.0,1.0,
5,6,0,0,13430,15,122,Darius,0,2,1627,6065,1627,39092,8,1,2,0,False,True,False,True,False,True,13355,12275,TOP,0,2,1054,3047,6632,6333,3053,1057,3340,17,3,8,TOP,0,2,2,397,0,0,22397,8,0,0,0,0,6,0,124997,25512,10265,3540,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,68,99,17,13,3,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,533,GC Darius Brando,False,200,TOP,17,1695,140251,30362,0,40569,9033,0,182,147,253,1,0,15253,4849,7905,1,11,0,14,1,2,6,False,LA2_1188493121,0.0,0.0,1.0,True,,,,,,,,,,,,,,,0.0,197.0,0.0,0.0,0.0,0.0,900.0,1.0,1.0,1069.6329750914051,0.3045522934361503,0.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,759.3320204181705,0.0,0.0,1703.153313085568,0.0,470.4983480675297,0.0,0.0,,0.0,0.0,0.0,,0.0,1.75,0.8235294117647058,3.0,,0.0,0.0,1.0,0.0,66.0,0.0,0.0,0.0,-102.00000005960464,,0.0,2.0,0.0,6632.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,69.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.4507034254078854,0.0,1.0,5.0,1.0,5.0,0.0,0.0,0.5013019174766152,2.0,2.0,1.0,0.1233719390126549,0.0,1.0,60.79999998211861,2.0,-0.5407252907752991,,,,,,,,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,3.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,6.0,,
0,5,0,1,11365,13,24,Jax,0,0,3959,10826,3959,24379,6,0,0,0,False,True,False,False,False,True,10902,9000,TOP,0,0,6632,2033,3047,3153,3123,0,3340,16,3,10,TOP,0,4,1,363,15654,5206,4366,8,0,0,0,0,1,0,71747,15405,18005,3540,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,34,80,43,8,3,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,534,GC Darius Brando,False,100,TOP,28,1434,88077,20881,0,22984,2858,0,107,127,176,1,0,675,270,612,2,3,0,10,0,0,5,True,LA2_1189094589,0.0,0.0,2.0,True,,,,,,,,,,,,,,,0.0,165.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,873.2218343082764,0.2512619228217314,0.0,6.0,0.0,1.0,1373.7815861478923,1154.2440273116645,,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,,0.0,1.0,1434.8120598043606,0.0,455.8988308992829,0.0,0.0,,0.0,0.0,0.0,,1.0,2.5,0.4285714285714285,3.0,,0.0,0.0,1.0,0.0,54.0,0.0,0.0,0.0,-92.00000002980232,,0.0,0.0,0.0,6632.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,15.0,0.0,1.0,,0.0,0.0,1.0,0.2736685492938756,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.4397242451522806,24.0,21.0,0.0,,0.0,0.0,13.0,1.0,5.567763805389404,,,,,1.0,,,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,8.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,8.0,1.0,
0,7,0,0,18234,17,122,Darius,0,2,7040,20882,7040,63504,9,0,4,0,False,False,False,True,False,False,18952,17233,TOP,0,0,6333,3078,3065,3047,3075,3742,3340,26,4,19,TOP,33,5,3,379,6173,921,15633,24,0,0,0,0,1,0,197855,37220,18452,3540,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,92,127,20,14,5,4,5,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,534,GC Darius Brando,False,100,TOP,28,2171,220605,45583,0,43020,9822,0,195,194,261,1,1,16576,7441,8935,4,3,0,22,0,1,11,True,LA2_1189799419,1.0,0.0,4.0,True,,,,,,,,,,,,,,,0.0,253.0,0.0,0.0,0.0,0.0,650.0,1.0,0.0,1258.9461272942838,0.2257331580789011,0.0,9.0,0.0,2.0,,1247.961275690847,,0.0,0.0,0.0,18.0,16.000000029802322,0.0,0.0,0.0,719.8792088274747,0.0,2.0,2172.4699706794345,0.0,523.427725571445,0.0,0.0,,0.0,0.0,0.0,,0.0,2.888888888888889,0.5098039215686274,4.0,,5.0,0.0,0.0,0.0,56.0,0.0,0.0,15.0,-88.0,,0.0,5.0,1.0,3078.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,54.0,0.0,0.0,0.0,8.0,11.0,0.0,1.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.2771738040289525,0.0,1.0,5.0,4.0,5.0,0.0,0.0,0.6171026158930925,1.0,1.0,1.0,,,,,,,1.0,,42.29161894090021,,,,,0.0,170.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,6.0,1.0,0.0,6.0,14.0,0.0,16.0,1.0,8.0,3.0,
5,10,0,0,20677,18,114,Fiora,0,3,3284,4756,3284,56274,8,1,0,0,True,False,False,True,False,True,15293,15225,TOP,0,3,3077,6632,6333,3047,6609,3053,3340,24,1,9,TOP,664,4,1,942,2605,1430,9893,0,0,0,0,0,6,0,146768,26988,26101,3540,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,168,19,72,7,4,4,4,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,534,GC Darius Brando,False,200,TOP,16,2209,175098,41043,0,43227,12587,147,195,142,283,2,0,25724,12624,7232,1,11,0,14,1,0,11,False,LA2_1189813832,0.0,0.0,1.0,True,,,,,,,,,,,,,,,0.0,266.0,0.0,0.0,0.0,0.0,675.0,0.0,1.0,1114.6631086168948,0.2339218430783857,0.0,8.0,0.0,1.0,,1523.0058499778377,,147.032958984375,0.0,0.0,4.0,0.0,0.0,0.0,0.0,916.0785136560436,0.0,1.0,2209.3014974324365,0.0,415.3309850438651,0.0,0.0,,0.0,0.0,0.0,,0.0,2.375,0.4523809523809524,0.0,,0.0,0.0,2.0,0.0,58.0,0.0,0.0,0.0,-94.00000008940695,,0.0,0.0,0.0,6632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,4.0,10.0,0.0,1.0,19.0,0.0,2.0,,0.0,0.0,0.0,0.262067688845937,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.3999365235751934,0.0,0.0,1.0,,1.0,0.0,14.0,2.0,0.6189824342727661,,,,,,,,0.0,116.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,,,1.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,2.0,1.0,
5,16,0,0,16951,17,157,Yasuo,0,2,2206,16936,2206,24889,4,1,0,0,True,False,False,False,False,False,10965,8875,TOP,1,0,1055,6673,3033,1038,3006,0,3340,12,0,2,TOP,468,0,1,622,5475,983,14378,15,0,0,0,0,6,0,164973,19080,11081,3540,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,316,12,74,8,4,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,534,GC Darius Brando,False,200,TOP,25,1808,171858,20475,0,26010,3359,0,176,153,138,1,0,1408,411,550,2,3,0,16,1,2,8,True,LA2_1190478422,1.0,0.0,2.0,True,,,,,,,,,,,,,,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,679.1672551669103,0.1810956668837952,0.0,4.0,0.0,2.0,,1324.8845597023187,,0.0,0.0,0.0,32.0,13.100000023841858,0.0,0.0,0.0,,0.0,1.0,1808.89835589626,0.0,363.7090891773861,0.0,0.0,,0.0,0.0,0.0,,0.0,4.5,0.3103448275862069,0.0,,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,-116.00000005960464,,0.0,0.0,0.0,6673.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,631.0,24.0,0.0,0.0,0.0,7.0,2.0,0.0,18.0,0.0,1.0,,0.0,0.0,0.0,0.1307881187794695,0.0,2.0,0.0,2.0,15.0,0.0,0.0,0.553572524840715,2.0,2.0,1.0,0.0932892086763436,0.0,0.0,57.60000002384186,1.0,0.7093467712402344,,,,,,,1770.02108706772,0.0,343.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,,
