index,assists,baronKills,bountyLevel,champExperience,champLevel,championId,championName,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,id_game,inhibitorTakedowns,nexusTakedowns,turretTakedowns,eligibleForProgression,basicPings,allInPings,assistMePings,baitPings,commandPings,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings
0,5,0,0,9886,12,126,Jayce,0,0,1623,4585,1623,11719,10,0,0,0,False,False,False,False,False,False,7566,7200,TOP,0,3,3035,6692,3133,3158,0,0,3340,17,0,1,TOP,0,0,1,408,5080,2324,8149,0,0,1,0,0,1,0,55052,9276,11198,4417,m1ez_Pa2LTC1LNTsAf84i3LgzQO4rgmTl-m0xA2ndVVJh-v5tM1ge5tfXyNBvIPKWqiJ2NsIPQTMqg,0,,,SOLO,0,70,30,35,57,4,4,2,12,Ey4x96KhXywEW92AXPv3uqqCuoqTet3leNhCLw4u3K4stg,201,aruonso,False,100,TOP,4,1576,62677,11600,0,19740,1920,0,117,71,300,1,0,2543,0,392,0,11,0,6,0,0,5,False,LA2_1046969177,,,,,,,,,,,,,,,,,,
1,13,0,0,9628,12,64,LeeSin,0,4,0,11498,0,18360,8,4,0,1,False,False,False,False,False,False,8320,8000,JUNGLE,0,3,3047,6630,2031,3071,0,0,3340,21,1,3,JUNGLE,0,2,1,461,17243,975,10891,70,0,1,0,0,2,0,49700,8561,14489,4073,e6czgyjh8zpeDnzJX_WeCqAw48Ysh-bIokud3H6yH3teV0ZgeQCWW9QjP0TQrv1wYoNEZV-KpyRElQ,0,,,NONE,0,167,91,89,7,14,11,5,4,65rjBqcTy9TEmZnFyOy6HEBrsnRIS3-9WC0fZ4gjhoGb,333,Wati Poto,False,100,JUNGLE,12,1576,80002,9641,1057,26212,4555,0,25,272,222,1,0,13059,105,832,0,11,0,32,4,1,13,False,LA2_1046969177,,,,,,,,,,,,,,,,,,
2,4,0,3,11620,14,4,TwistedFate,0,2,388,2565,388,7878,4,0,0,0,False,False,False,False,False,False,11453,10700,MIDDLE,0,3,1056,3111,3094,3165,3191,6656,3340,15,3,8,MIDDLE,154,3,1,435,86781,13727,5759,4,0,1,0,0,3,0,20490,1176,9166,4679,dJLdd2vTtxi5ZvYHhg_loW7KlDw9i7FhdGpUSEHiYdFXMzyF9DykVZ1BfnbSa3wpAWXCKnr0cSAXrg,0,,,SOLO,0,93,84,0,10,4,4,5,14,xP73aKUFV0MXEnJgfGwVOEf_E56iBWHH_aev3tTw6t-DvQ,296,GatoPerdonador,False,100,MIDDLE,29,1576,108450,16082,0,15012,1841,0,128,94,100,1,0,1178,1178,87,0,11,0,9,0,0,6,False,LA2_1046969177,,,,,,,,,,,,,,,,,,
3,6,0,1,9349,12,145,Kaisa,0,2,2188,4644,2188,7614,7,1,0,0,False,False,False,False,False,False,10303,9525,BOTTOM,0,3,6676,6672,3006,3086,1036,1036,3363,24,3,8,BOTTOM,423,2,1,274,10216,4489,4954,0,0,1,0,0,4,0,89854,11028,10059,3839,-NO1tH-Q6h0v8fn-XtCOg9uBWVRx6dT9yGbarC-sIVztIpDMLstr3ImQ6oI5_w1L3ivMnxcJZPid6g,0,,,CARRY,0,61,36,75,3,4,4,5,1,LQ7GsifPncyWe5Hmni42CDyd0X04_PNZUBkegHIHDEEZh3A,104,GRN CurseD,False,100,BOTTOM,0,1576,105991,16960,0,15389,3078,0,155,18,158,1,0,5919,1443,374,1,11,0,8,1,0,7,False,LA2_1046969177,,,,,,,,,,,,,,,,,,
4,12,0,0,8559,11,526,Rell,0,6,1333,2246,1333,19465,8,3,0,0,False,False,False,False,False,False,6866,6650,UTILITY,0,3,3860,2065,2055,3075,0,3158,3364,19,0,2,BOTTOM,1,0,1,383,14310,6681,7896,0,0,1,0,0,5,0,7235,1522,11884,4221,J-Z3bTrOahnW1p8mFmzvG6UWD4YwB0vuf3jn4L51mCO0ZV_fkKfm2w3XooLdC5SelDgw9VaFtTj3aw,0,,,SUPPORT,0,60,31,41,8,8,14,4,4,gwzwQjEHA2sd587KZn8ZaYyH4skVfuw6hbn2JnM03iDc,531,Don Borsegos,False,100,UTILITY,30,1576,28059,9031,0,20149,2951,528,38,51,186,4,0,6513,828,368,0,11,0,27,4,1,13,False,LA2_1046969177,,,,,,,,,,,,,,,,,,
5,8,0,0,12785,14,36,DrMundo,0,3,12110,12110,12110,28977,2,0,1,0,False,False,True,False,False,False,12616,11000,TOP,1,0,1054,3075,6662,3047,3065,1011,3340,20,1,11,TOP,16,11,3,1179,41006,17110,11007,4,1,0,0,0,6,0,71638,8529,15492,3505,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,DUO,0,112,16,94,9,2,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,479,GC LDCGOD,False,200,TOP,21,1576,114325,25639,0,27642,8473,0,139,943,55,1,1,1680,0,1143,3,1,0,12,0,0,6,True,LA2_1046969177,,,,,,,,,,,,,,,,,,
6,3,0,0,11379,13,5,XinZhao,0,1,1447,31696,1447,18475,6,1,0,2,False,False,False,False,False,False,11458,11175,JUNGLE,1,0,6692,3111,3091,3153,0,0,3364,17,2,12,JUNGLE,0,6,1,588,15266,1255,5593,105,0,0,0,0,7,0,96665,13562,19399,3496,dXoLjXRY8pIwtC2f0rd4022DubIlo3bIwFscmbmoUtOCxYPodDl-nRLDLLy_4Zx5Xa3QrbLB4U9GKA,0,,,NONE,0,47,94,0,4,6,14,10,11,G7nbn7m4fH4N22YfGGZrqkbVFPAUiYx8lJU5UO2Olidt5g,121,GC Smurf ,False,200,JUNGLE,20,1576,136989,15879,0,25521,13415,0,33,439,204,1,0,25058,1061,528,1,1,0,11,1,2,1,True,LA2_1046969177,,,,,,,,,,,,,,,,,,
7,9,0,1,11468,14,99,Lux,0,5,2822,6045,2822,4698,1,1,0,0,False,False,False,False,False,False,8758,7375,MIDDLE,0,0,3070,6655,3145,1058,3020,0,3340,19,0,2,TOP,0,0,1,1183,77278,11655,3252,0,0,0,0,0,8,0,15381,980,3524,4896,JXOC4KpaBXusPDW3HGbZfJU7MpekMs2C4Jy2aZsmoFlHp1GSPW9f3kdjOfvEXPjv_rwqkBIQX8cIUQ,0,,,DUO,0,67,17,161,13,2,4,2,7,mQ1IS00tuKf0a-9bXfDfJsjSfaVONfKLDA7ZWgvuAdk5dr0,157,Flessco,False,200,MIDDLE,23,1576,103024,12635,1312,7140,1582,240,135,300,39,2,0,10365,0,363,1,1,0,20,1,1,8,True,LA2_1046969177,,,,,,,,,,,,,,,,,,
8,3,0,1,10473,13,22,Ashe,0,1,8127,15945,8127,8209,6,0,0,1,False,True,False,False,False,False,11976,10800,BOTTOM,1,0,3046,3111,6672,1055,3153,0,3340,19,2,10,BOTTOM,316,3,1,374,1745,1345,5700,24,0,0,0,0,9,0,106003,13434,8812,4965,Z-VfV4swMbmTU-3-VNXvpKYB5A76CBDgcaKywwrcq_pfBtYTpHLuWFe6kwpF_aIQCBSEVi7w8DzT_Q,0,,,CARRY,0,30,53,9,8,3,4,3,7,G5iSyErt18e1INR8336JLK07v844pa-8nLkuVpUcqmHkQyo,484,DeadAvocado,False,200,BOTTOM,40,1576,122387,15453,0,15174,1628,450,139,598,157,2,0,14638,673,661,6,1,0,11,0,0,5,True,LA2_1046969177,,,,,,,,,,,,,,,,,,
9,18,0,0,9602,12,412,Thresh,0,7,3487,4741,3487,13463,7,3,0,0,True,False,False,False,False,False,8548,7725,UTILITY,0,0,3860,3190,3075,3117,3066,0,3364,22,0,2,BOTTOM,2,0,1,305,16855,4915,4101,0,0,0,0,0,10,0,7685,1989,9954,4294,IpH_UO7_oX1Fxj2OdRLrdBKIZCyRXzQXT48IWd53hrhcrjtwhUzhM0pdNDxDeIb0zETx0YwIJOKW3A,0,,,SUPPORT,0,39,20,24,2,3,4,3,14,3Qqc5tuZZzRYObTrlGvJGfivVXSD0_ZZm3D9sOhYqtyzTrY,450,Råkån Chiquito,False,200,UTILITY,37,1576,29305,7225,2610,14913,1496,570,40,118,126,5,0,4764,320,857,0,1,0,47,3,6,19,True,LA2_1046969177,,,,,,,,,,,,,,,,,,
0,8,0,1,13323,15,122,Darius,0,1,6764,7801,6764,17066,3,0,1,0,False,False,False,False,False,True,11384,10850,TOP,0,0,1054,6630,3047,3075,3065,1036,3340,19,1,6,TOP,14,4,2,552,2275,273,10591,4,0,0,0,0,1,0,105255,11999,11420,3505,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,DUO,0,50,89,19,6,3,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,479,GC LDCGOD,False,100,TOP,20,1540,109129,13871,0,22540,7298,0,174,104,94,1,0,1597,1597,528,2,1,0,9,0,0,5,True,LA2_1047026520,,,,,,,,,,,,,,,,,,
1,12,0,2,12780,14,120,Hecarim,0,5,441,14737,441,18162,4,3,1,2,True,False,False,False,False,True,12295,10275,JUNGLE,0,0,6632,1031,3047,2055,3053,3133,3364,22,3,10,JUNGLE,0,4,2,421,16431,2644,9404,141,0,0,1,0,2,0,119470,12463,19106,4243,or7sBcvGsEfTf3UYLrjdOk_0QwIInLn5V3wRWAjbgofmwoQeFQIVgKWK-cTcwofP_C11urtw8LaaLQ,0,,,NONE,0,234,32,52,8,6,6,14,11,WZx4jrvoLSv7Xkr__OI7Gy7BA_OKHlVh5i_rY0vyRQEu,153,CatZilla,False,100,JUNGLE,17,1540,144129,16313,0,28728,14697,0,14,279,115,1,0,8227,1205,218,1,1,0,25,5,3,4,True,LA2_1047026520,,,,,,,,,,,,,,,,,,
2,6,0,0,10661,13,23,Tryndamere,0,4,5741,12647,5741,12404,6,3,0,0,False,True,False,False,False,True,8467,6975,MIDDLE,0,0,1054,6671,3086,3111,1036,1036,3363,17,1,3,TOP,417,2,1,516,141,141,10404,5,0,0,0,0,3,0,83135,6079,8513,3496,dXoLjXRY8pIwtC2f0rd4022DubIlo3bIwFscmbmoUtOCxYPodDl-nRLDLLy_4Zx5Xa3QrbLB4U9GKA,0,,,DUO,0,46,12,62,5,4,6,5,14,G7nbn7m4fH4N22YfGGZrqkbVFPAUiYx8lJU5UO2Olidt5g,121,GC Smurf ,False,100,MIDDLE,5,1540,87477,6781,0,19422,6096,0,109,43,127,1,0,4200,560,504,1,1,0,28,3,3,10,True,LA2_1047026520,,,,,,,,,,,,,,,,,,
3,10,0,11,11519,14,222,Jinx,0,3,4025,5705,4025,6389,6,1,1,1,False,False,False,True,False,True,13349,12050,BOTTOM,0,0,1055,6672,3085,3006,3036,1038,3340,19,2,16,MIDDLE,388,11,3,415,509,250,6891,20,0,0,1,0,4,0,97913,24605,9896,3380,JPxHDjRfKCA2pLAhonYswyUG7-iPBXKT_2mL6kNCi_6kMTKKJiete7gEhOZJQjt7li_3HShDlsl9-w,0,,,CARRY,0,110,64,16,9,5,7,4,4,4osdrSI45P311SnQ9XMm-CEC-ONJkmHVGnTAaNB9FqBqS94,484,walowalits,False,100,BOTTOM,18,1540,110324,28208,0,16923,5369,720,127,81,133,4,1,11901,3353,136,2,1,0,20,2,3,8,True,LA2_1047026520,,,,,,,,,,,,,,,,,,
4,11,0,0,10184,13,63,Brand,0,7,981,1953,981,4551,8,5,0,0,False,False,True,False,False,True,9799,8725,UTILITY,0,0,3157,3158,3853,6653,1011,0,3364,22,1,4,MIDDLE,0,2,1,331,57119,14520,6433,12,0,0,0,0,5,0,3162,667,6211,4568,WUSZ9sGaSGwmpnL1MiCU3RkTx5PWXeYg6nAtqQXJvbFlpGsPcxqOqYQxeaciN6hrJFdrfAfX6D0IdQ,0,,,SUPPORT,0,22,60,30,8,5,14,3,4,wKK6qVRlpd4km6wRwtftPg85ZBgSS9bJey8Z8_bOvVwsQbo,133,hefecto33,False,100,UTILITY,16,1540,61383,16205,0,12897,1004,0,53,29,200,1,0,1101,1017,252,0,1,0,60,5,7,24,True,LA2_1047026520,,,,,,,,,,,,,,,,,,
5,11,0,0,10863,13,64,LeeSin,0,11,0,7617,0,31929,6,3,2,0,False,False,False,False,False,True,11554,11100,JUNGLE,0,0,3075,6691,2055,3071,3047,0,3340,27,3,12,JUNGLE,14,5,3,474,29615,2760,6806,95,0,0,0,0,6,0,64158,12308,17189,4813,j1vSfWqSxo1q_ZUCPyVuB3Q_gybsIs5jssY7PblXgYlxcBBVN0j9AdjsFEARwPaQrZrgh2YkJ5SDCA,0,,,NONE,0,148,196,98,10,14,11,4,4,wCUlX77msA_OOw7D3S7FPHCvwNaHSMS72a6KobjYT9ZP,430,KKOZUKI ODEN,False,200,JUNGLE,16,1540,102851,15644,1540,26424,5821,0,15,413,156,1,1,9077,576,2429,0,7,0,19,4,2,11,False,LA2_1047026520,,,,,,,,,,,,,,,,,,
6,3,0,0,9540,12,39,Irelia,0,4,3175,3175,3175,11549,7,0,0,0,False,False,False,False,False,True,8324,7805,TOP,0,0,1055,3153,3123,3047,1053,1018,3340,18,0,1,TOP,328,0,1,397,12637,3758,414,0,0,0,0,0,7,0,78203,6459,15467,4568,FM3Slt0IQcxv-xDXyu-lfySLdybWyE1P8tS64w5lWv4jkDeg29tWJdPNrhX9nBHQ-Se62MEHn7VdIA,0,,,SOLO,0,156,23,61,6,4,4,3,12,W_ZsW-nzu8C0Qja-UfOD3dRRVV29zsnci7bUeY8NaH8G7FU,157,Vıc,False,200,TOP,14,1540,90841,10218,0,17676,3463,0,159,75,160,1,0,0,0,1793,1,7,0,11,3,0,8,False,LA2_1047026520,,,,,,,,,,,,,,,,,,
7,9,0,0,11787,14,518,Neeko,0,8,1299,4106,1299,12202,7,3,1,0,False,False,False,False,False,True,10657,10475,MIDDLE,0,0,1056,3157,3165,3020,0,6655,3363,25,2,9,MIDDLE,0,5,2,435,94148,26961,3026,4,0,0,0,0,8,0,12645,2551,14242,1002,jYJXuSnRlTpGkyD_0ToE5kw9Brl88utgXS914vWqz5X8UxPToAW19cPZpOhgyNQKjsFkakzUQtIlkg,0,,,SOLO,0,91,20,55,10,5,14,3,4,r17x002nDli8mFgVAvr1Z-oVuMZfrdBX79_p4FRd37av3A,121,ch1nese Ackerman,False,200,MIDDLE,54,1540,108295,30519,0,18665,2716,0,144,142,198,1,0,1500,1006,1396,0,7,0,27,3,5,10,False,LA2_1047026520,,,,,,,,,,,,,,,,,,
8,7,0,0,8521,11,498,Xayah,0,3,950,1053,950,6688,10,2,1,0,False,False,False,False,False,True,7702,7000,BOTTOM,0,0,6671,3006,3133,2031,1018,0,3340,15,1,5,BOTTOM,316,2,2,441,388,388,5625,1,0,0,0,0,9,0,63070,8807,11522,3787,ZB9lGnggyjYCL9pWvh_IL_DT6D1wl-tnBY69Vbq-FOeBIFK86sQaE1641YYptNXfHdT_guSPb8S59w,0,,,CARRY,0,44,18,30,3,4,4,4,7,PRzEOhoUfA6UObyEj25RIlaZjnSi4kYS3PMSxitfANHCLQ,215,el quilombero,False,200,BOTTOM,6,1540,65945,9251,0,18843,2455,58,113,13,235,2,0,2487,56,1695,0,7,0,23,2,5,10,False,LA2_1047026520,,,,,,,,,,,,,,,,,,
9,5,0,0,6275,10,99,Lux,0,2,268,268,268,6416,9,0,0,0,False,False,False,False,False,True,5497,5285,UTILITY,0,0,3853,6655,3158,1052,0,0,3364,13,0,0,BOTTOM,0,0,0,436,25751,8197,3077,0,0,0,0,0,10,0,1362,59,10397,1425,g-pCSjD91MMHJCL1pdMXZUxwmA3BwTlKQS7ld0AG_R--RpGiurK6DLK3W9qsaWK1xgdfA8_7Gl4rzQ,0,,,SUPPORT,0,49,13,86,7,4,3,4,4,BT1qgKUDAdQ-_Ym_tb3HIzoOSTxZkYhd64PplgYkcZCrpyQ,44,vandelfa,False,200,UTILITY,39,1540,30989,8256,433,13893,0,0,28,229,184,0,0,3875,0,419,0,7,0,18,0,2,7,False,LA2_1047026520,,,,,,,,,,,,,,,,,,
0,1,0,0,9552,12,23,Tryndamere,0,1,918,3608,918,12713,6,0,0,0,False,False,False,False,False,False,6766,6600,TOP,0,2,6672,1042,3123,3006,0,1036,3340,15,0,1,TOP,452,0,1,484,0,0,7668,12,0,1,0,0,1,0,91303,6035,12955,27,uKvFc3CSOtUNs0YiMBGfs25IpXP6HM_zUnI3KNXw8oNk7qOM3dsMI3_ELeadte85kR2wtQ3SWAFcsA,0,,,SOLO,0,17,11,88,5,4,4,4,14,i3ur6wu8rFXTJnh_O4PdzfYSBVm6E-FTG0q5m9m9cL3BWvs,31,Æ Dont feed Æ,False,100,TOP,5,1382,95130,6958,0,21545,3836,0,130,49,102,1,0,3826,923,921,0,10,0,9,0,0,6,False,LA2_1047190809,,,,,,,,,,,,,,,,,,
1,7,0,0,8135,11,19,Warwick,0,5,0,2597,0,17570,7,4,0,0,False,False,False,False,False,False,6158,5900,JUNGLE,0,2,3748,3047,3076,0,0,0,3363,16,0,1,JUNGLE,0,0,1,514,23903,3609,5388,61,0,1,0,0,2,0,27557,2808,16759,3582,CSahXO4Kk3QFd7Dt9RxOk4zea7F1aOd9EzAdnK9k_SE9jWk83B_yPVi0adMEgUaLgRFzsp2OQIddag,0,,,NONE,0,82,10,27,5,4,4,13,11,rQ0p1GN6eh0BaLnZZXZsWiIB_pVAlz4dTuryhgPhwq_y,179,treik,False,100,JUNGLE,20,1382,59097,7219,0,22861,10866,0,15,251,146,1,0,7636,802,713,0,10,0,31,4,1,10,False,LA2_1047190809,,,,,,,,,,,,,,,,,,
2,1,0,0,10482,13,246,Qiyana,0,3,0,842,0,8311,7,3,2,0,False,False,False,False,False,False,10636,10325,MIDDLE,0,2,6693,6694,3158,6695,2031,0,3364,19,4,12,MIDDLE,0,3,2,297,5609,2091,3371,1,0,1,0,0,3,0,61169,18745,12903,4570,eGW-v7jjIRVwAe-nYu8kAtwF2quMT_jtR2kUV7x0yjm0oky2YNuXADnhw17_yRnSX9Epqnz7gSz6eQ,0,,,SOLO,0,66,82,33,8,5,14,4,4,kXeiIQ7Aa79bZPmlQ0BaG9g_UCR1tOyDKvJDzu7_N8QskpY,86,HJav0H,False,100,MIDDLE,14,1382,70077,21489,0,16909,1588,0,116,59,230,1,0,3299,652,634,0,10,0,15,3,2,6,False,LA2_1047190809,,,,,,,,,,,,,,,,,,
3,3,0,0,8797,12,21,MissFortune,0,2,0,1403,0,8530,9,0,1,0,False,False,False,False,False,False,9621,8500,BOTTOM,0,2,1055,2031,6672,3006,3036,1036,3363,16,3,9,BOTTOM,493,3,2,330,1952,604,2411,0,0,1,0,0,4,0,56367,13318,15199,3592,-OtZaHA2ShmUBQ60ZF30YaJt5z7FzmDPAFPv7tkhdyeXXpYaQIULcq93NjTWOjNJOrZsLYLtZpjx5A,0,,,CARRY,0,44,33,23,4,4,4,5,7,4zsE0u4kN7-zAQWKboZw5wrWDFFAWJgdAfhzaaVZyr7lo0I,170,curantoWxapalele,False,100,BOTTOM,5,1382,62830,15631,0,18676,4325,315,99,74,200,3,0,4510,1709,1064,0,10,0,11,0,1,6,False,LA2_1047190809,,,,,,,,,,,,,,,,,,
4,8,0,0,7010,10,25,Morgana,0,3,0,734,0,7481,10,1,0,1,False,False,False,False,False,False,5699,5960,UTILITY,0,2,3157,3853,3802,1001,1052,0,3340,16,0,1,BOTTOM,0,0,1,317,14575,6488,2724,4,0,1,0,0,5,0,2234,451,9009,4903,SfNZ5nm2hVW9NMy_0H0WEV2BxEC2pXy0lFhL8wjpqLbxBZ1ziyhjvzVCU6e7181X5CK8L2uUHARoYw,0,,,SUPPORT,0,54,30,14,4,3,4,6,3,xoOhZvSXN2lmNNDdrUJfe0E1G0kpB_VXUt-4ODKKB1G3zA,184,KnockOut321,False,100,UTILITY,43,1382,16809,6940,362,12604,1202,0,15,81,164,1,0,0,0,871,0,10,0,24,1,2,13,False,LA2_1047190809,,,,,,,,,,,,,,,,,,
5,11,0,4,12193,14,36,DrMundo,0,2,5819,6292,5819,21146,2,1,1,0,True,False,False,False,False,False,11224,8475,TOP,0,0,1054,6662,3047,3075,1011,1028,3340,16,3,9,MIDDLE,16,4,2,569,37717,14924,3857,4,0,0,0,0,6,0,63723,8245,16704,3505,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,DUO,0,104,16,83,4,2,4,1,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,479,GC LDCGOD,False,200,TOP,21,1382,104280,23170,0,22499,8968,0,133,560,65,1,0,2840,0,1937,3,0,0,13,1,0,5,True,LA2_1047190809,,,,,,,,,,,,,,,,,,
6,5,0,1,9495,12,64,LeeSin,0,1,1262,24107,1262,11567,4,1,0,2,False,True,False,False,False,False,10340,9085,JUNGLE,1,0,3077,6630,0,0,6676,3158,3340,16,3,9,JUNGLE,435,3,1,536,25578,2275,2478,84,1,0,0,0,7,0,76813,9950,17659,4636,DllWxwSx93elzT_jqh-SDBLCuyeocKGkA4Y0pJPjLaNUaVG-5tu4txTCCyf-HM1B47cLOp9OLRsZYw,0,,,NONE,0,142,87,79,6,12,11,4,4,_VBWQZ0enWcd3z4BmE7YlqjDoI7Om57wgAAfY0q_s0K3,276,TC Come Papitas,False,200,JUNGLE,13,1382,113447,12404,165,20575,6457,0,38,179,71,1,0,11055,179,438,3,0,0,16,1,0,10,True,LA2_1047190809,,,,,,,,,,,,,,,,,,
7,11,0,0,10728,13,56,Nocturne,0,4,2552,2840,2552,7988,7,3,0,0,True,False,False,False,False,False,8007,7805,MIDDLE,1,0,1055,6631,3077,3047,3133,1036,3363,20,0,1,MIDDLE,0,0,1,390,577,532,2497,0,0,0,0,0,8,0,68706,6108,12216,3496,dXoLjXRY8pIwtC2f0rd4022DubIlo3bIwFscmbmoUtOCxYPodDl-nRLDLLy_4Zx5Xa3QrbLB4U9GKA,0,,,DUO,0,57,11,9,9,3,4,2,12,G7nbn7m4fH4N22YfGGZrqkbVFPAUiYx8lJU5UO2Olidt5g,121,GC Smurf ,False,200,MIDDLE,85,1382,73178,6640,0,15229,2776,0,112,196,155,1,0,3895,0,514,0,0,0,15,3,3,5,True,LA2_1047190809,,,,,,,,,,,,,,,,,,
8,7,0,3,12798,14,18,Tristana,0,4,5183,21202,5183,6961,5,0,2,0,True,False,False,True,False,False,12679,12625,BOTTOM,0,0,6672,3046,3031,3035,3006,1055,3340,22,3,11,BOTTOM,1425,4,2,415,22845,1747,3080,60,0,0,0,0,9,0,124287,12765,14350,4412,FDKeAPvy0_zFM4kz6KhnVfpj0fctJSy4pEtTfgbFc0S2e8t_O5q-SiuA2Kx3gI_-2RadVTKBNnIwzg,0,,,CARRY,0,42,31,38,5,5,7,4,4,wq7N_3ZfvRo3RjOAelPoPr4mlEVRxjDPvPo7o5EYmschEQ,249,Yirën,False,200,BOTTOM,7,1382,163224,16448,0,18236,8319,705,141,121,105,4,0,16090,1936,805,2,0,0,12,1,1,7,True,LA2_1047190809,,,,,,,,,,,,,,,,,,
9,11,0,0,9356,12,235,Senna,0,3,6739,7381,6739,5589,7,1,1,0,True,False,True,False,False,False,11231,10975,UTILITY,0,0,3033,3864,6672,3009,3094,3134,3364,19,3,9,BOTTOM,337,3,2,410,1754,313,2455,6,0,0,0,0,10,0,64108,14803,10580,693,yxJN8mEs-aF0A88CbLq79EMcS2XjkRjxJpAHU90XD0ir8BCcMrBd0tYDtKHXBXCP3nCF7iF7SfjugQ,0,,,SUPPORT,0,41,45,11,3,4,4,4,21,zZg3rMagqLZh0n7kz6goEEU2bP1jVqiY0T78LRD20uXO,168,xMorninGx,False,200,UTILITY,44,1382,77358,17208,105,13425,5413,1911,56,211,116,5,0,11495,2090,390,1,0,0,21,1,1,11,True,LA2_1047190809,,,,,,,,,,,,,,,,,,
0,5,0,0,10905,13,39,Irelia,0,5,4232,8401,4232,13446,8,1,0,1,False,False,False,False,False,False,8930,8625,TOP,0,0,1055,3153,3047,6632,1029,0,3340,20,0,2,TOP,0,0,1,424,12258,5441,11815,4,0,0,0,0,1,0,70384,6939,8874,3587,Wr4RFQWryBUClMx_m4IpKOSdvABSIHFkYyC5HrToBaF7I_aEocqcL_mm6XLr3NyPWRpEhaG23CbG0g,0,,,SOLO,0,142,6,46,7,4,4,1,12,9zz0UY6JU5qM09u0Mz_rvWftWTpgpnPpD4SzaxJlLDA1v1I,386,ElC0r1ng4,False,100,TOP,6,1724,83342,13079,0,21682,2361,0,145,51,232,1,0,698,698,992,1,3,0,16,1,0,9,True,LA2_1047196252,,,,,,,,,,,,,,,,,,
1,8,0,1,13829,15,48,Trundle,0,1,7236,22782,7236,24763,5,1,2,2,False,False,False,False,False,False,13523,12375,JUNGLE,0,0,3748,3076,3111,6632,3065,1028,3364,22,3,14,JUNGLE,2,5,2,696,5117,1784,10011,99,0,0,0,0,2,0,118756,14798,20284,4957,jpx21JwNWrMVryoe_2_IViNksQu1sqDweNCAXpkUSDBJ-0JkrYcQPWCvZqVlz2r6cuMN0uPZrlBMMA,0,,,NONE,0,121,49,24,7,3,4,18,11,Jn8cAoDm-0UfVf4fkEaAMvSGcwnK3iEAGq9G9q2atlyt9Q,178,MrTommy,False,100,JUNGLE,23,1724,131900,18290,0,32788,15082,0,30,372,173,1,0,8026,1706,2492,2,3,0,15,1,4,2,True,LA2_1047196252,,,,,,,,,,,,,,,,,,
2,7,0,1,15684,16,18,Tristana,0,5,13865,27735,13865,8307,3,2,1,1,False,False,False,False,False,False,15516,13900,BOTTOM,1,0,6671,3035,3094,3031,3006,1038,3363,17,3,9,BOTTOM,699,4,2,679,36401,4461,6496,34,1,0,0,0,3,0,190143,23803,9117,4903,s-D9DCCJGl8-1RhR8LlGw-JRnRXqX17t0rEi8EMHIhrrjuXDMMiID-W3mlYgisQUsRdIPbEyTSdxsQ,0,,,CARRY,0,37,28,40,8,4,4,3,7,9y3pwnvNOpRzUD0q8z3t__aTyIEpRnuK47QgDhVndAl5cUg,70,T1o M4x,False,100,BOTTOM,3,1724,230142,28484,0,16188,8041,162,233,66,103,2,0,3596,219,574,6,3,0,19,2,4,10,True,LA2_1047196252,,,,,,,,,,,,,,,,,,
