index,assists,baronKills,bountyLevel,champExperience,champLevel,championId,championName,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,id_game,inhibitorTakedowns,nexusTakedowns,turretTakedowns,eligibleForProgression,basicPings,allInPings,assistMePings,baitPings,commandPings,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings
5,8,0,0,15428,16,875,Sett,0,1,3665,9538,3665,28813,8,0,1,0,False,True,False,False,False,False,11559,10225,TOP,0,0,6630,1037,3153,3047,3044,1054,3340,23,1,6,TOP,0,2,2,435,432,432,8755,12,0,0,0,0,6,0,126101,20053,23964,5037,IqtUYMaePxRICoo5ELR0vD0qImCwTaceW2vH5xGGkSGOW3B3oC-0D6u-UoRPu8DqWeEO6hykQ1IYNQ,0,,,SOLO,0,82,20,22,9,6,14,4,4,GNO7iyMj4LgC7TeI2nz6aTq28HsJn840HFhO_AlySaeF_c4,127,Monster5HunterY,False,200,TOP,22,1819,145783,25491,0,37340,4432,0,146,65,229,1,0,19249,5005,4620,2,4,0,14,0,0,10,True,LA2_1093350280,1.0,0.0,3.0,,,,,,,,,,,,,,,
6,7,1,0,14347,15,11,MasterYi,0,0,2343,21407,2343,14758,6,0,0,1,False,False,False,False,False,False,12901,12400,JUNGLE,0,0,6630,3153,3077,3111,3091,0,3364,16,2,5,JUNGLE,0,3,1,575,6634,346,9410,150,0,0,0,0,7,0,153356,11507,14652,1298,7F5Sgz-JebHHQtwlUMSBJDyEAEjcOeCElI0UtGrgRV06cGaz4zi75FOGULBtLGP8pZ09aMfzrT_xzA,0,,,NONE,0,76,7,45,8,14,11,2,4,HRpKnWGTxxzp9JM_FNAeBJagzxCkjqTsAedJR-1KHAeD7gowHs_PhRADcw,39,Korzucpik,False,200,JUNGLE,4,1819,185192,15374,0,27196,7622,0,56,101,199,1,0,25201,3520,3133,2,4,0,13,0,3,0,True,LA2_1093350280,0.0,0.0,2.0,,,,,,,,,,,,,,,
7,15,0,3,16492,17,112,Viktor,0,4,4247,8539,4247,11358,3,4,0,0,False,False,False,False,False,False,12458,9635,MIDDLE,0,0,3157,3020,3057,6653,1052,3916,3363,20,2,5,MIDDLE,0,3,1,546,130684,25835,7482,28,0,0,0,0,8,0,14380,453,4217,3545,KCIJGvZ5oZv1NL_EwldXzqNZaugT05wFWYnB6_utM-v1vrLyF5gnlxWcyxNApOk7uX1tarx8aoQ1dw,0,,,SOLO,0,133,26,90,49,2,4,3,12,dc5Tv4uY6HC_nkpGUr7opPM0usqFuWT09KivHyUdhY97dKc,216,1iDK,False,200,MIDDLE,28,1819,147878,26391,0,12310,1245,0,150,325,105,1,0,2814,102,609,2,4,0,26,4,2,12,True,LA2_1093350280,2.0,1.0,5.0,,,,,,,,,,,,,,,
8,7,0,5,16258,16,202,Jhin,0,2,10656,24466,10656,5547,5,1,4,1,False,False,False,True,False,False,18577,15225,BOTTOM,1,0,6676,3033,6671,3009,3035,3031,3363,20,5,22,BOTTOM,1690,11,2,577,11552,3587,10282,20,1,0,0,0,9,0,196614,29612,7129,4658,FYYK3S2tD8uLjikwjZlujySdEdBy58P6qWq4emVXtyyD36UJl9l3YXhK1nuRwrgyx4ibqJC9-3RxRw,0,,,CARRY,0,79,39,35,24,4,4,5,7,IUogsbPUSLETX5qJKnpyFoDsyavOY7LmrjPnHMiz41EXJmo,216,Toñote11,False,200,BOTTOM,19,1819,210852,33961,0,18291,3129,809,182,125,123,3,0,2685,761,879,3,4,0,19,1,0,10,True,LA2_1093350280,2.0,1.0,5.0,,,,,,,,,,,,,,,
9,27,0,0,13617,15,89,Leona,0,10,2243,9028,2243,24423,8,4,0,0,False,False,False,False,False,False,9181,7760,UTILITY,1,0,0,3190,3222,3067,3117,3860,3364,25,0,1,BOTTOM,0,0,1,597,16707,6151,8011,0,0,0,0,0,10,0,7993,2013,10255,3157,Rhg9E4lxLAKpkvgaTrJ-r9FDiPpnyWil3WcX_I-7V0ZSsRJ8PYvGvPHw_O7gzoVs_LVEHohE0fBqog,0,,,SUPPORT,0,46,44,37,12,4,4,6,3,fnA_VGRtSG6oberGsW0w2h9hYHfSZ-_x-ryp9-39EXZi-w,322,Soriu,False,200,UTILITY,59,1819,36838,8164,861,21193,344,218,30,113,230,2,0,12138,0,2926,0,4,0,41,5,1,18,True,LA2_1093350280,1.0,0.0,2.0,,,,,,,,,,,,,,,
0,14,0,2,23772,18,39,Irelia,0,16,3404,8516,3404,30581,6,5,0,0,False,False,False,False,False,False,18588,18655,TOP,0,2,3091,6630,3026,3053,3153,3047,3364,40,3,10,TOP,0,3,1,845,28745,9973,14649,4,0,1,0,0,1,0,218217,22129,17159,3501,8yNtizwPtwPEHdD90oTJRfq1NgVATXZ0oU8ChoL7fjAQreAXOiqDZJCVK37RjnbIIpOVinEg8rqViQ,0,,,SOLO,0,253,59,73,8,4,12,4,4,_YETSyjkfn-lMoBVBOPo4bTAHed9Q4gt9Q7hPfoxEJ6u,235,NottEmi,False,100,TOP,20,2577,250085,32597,0,34451,5918,0,290,114,258,1,0,3122,494,2643,1,10,0,32,7,3,16,False,LA2_1093573916,0.0,0.0,2.0,,,,,,,,,,,,,,,
1,14,0,2,19088,18,3,Galio,0,15,0,6127,0,37708,8,6,1,1,True,False,False,False,False,False,13239,12785,JUNGLE,0,2,3135,1011,3157,3111,4636,3076,3340,36,2,7,MIDDLE,106,3,2,885,126609,20966,12289,4,0,1,0,0,2,0,5691,657,19334,4610,d8plwL_8AOZUngzkYv16TS3Yl-wBC-o1k4BsXUbVLsZrpBgdjjmqA2bnxezSMO06sFwO-TLwt4o4kQ,0,,,SOLO,0,79,27,55,7,6,4,8,14,K54gtDPHIA_VZfE6U0MpYL12FtfXgdhg2tiJq7IRxxy8MCk,147,kdmb17,False,100,MIDDLE,33,2577,140205,24168,1854,34938,3017,0,153,72,326,1,0,7904,2544,3315,0,10,0,33,7,2,21,False,LA2_1093573916,0.0,0.0,0.0,,,,,,,,,,,,,,,
2,8,0,1,20224,18,45,Veigar,0,3,1686,14491,1686,15965,14,1,2,0,False,False,False,False,False,False,16717,16325,BOTTOM,0,2,3165,3020,6656,3157,3102,3089,3340,28,2,13,BOTTOM,0,4,2,365,216824,32215,20453,0,0,1,0,0,3,0,8891,1145,11373,4491,5xuqqhoZAaFRdVUg9OoQMvhGH5yMZUdYZXzO8z0Ro3Ga8TJwfFm97oRSFA-yLmg0pG8WHNDhSt-ZVw,0,,,CARRY,0,154,123,44,12,5,14,7,4,3uR7yVEvETl7oXzXV-wzMFgpM5Nwkwg2LzDpYxO6-fLr,152,It HeZu,False,100,BOTTOM,41,2577,246725,34204,0,34342,2110,0,214,85,513,1,0,21009,844,2515,0,10,0,38,1,7,16,False,LA2_1093573916,0.0,0.0,0.0,,,,,,,,,,,,,,,
3,23,1,0,19865,18,59,JarvanIV,0,4,0,26575,0,58677,11,4,1,0,False,True,False,False,False,False,16252,15300,JUNGLE,0,2,3071,3068,3075,3111,3065,3105,3340,27,2,8,JUNGLE,14,2,2,272,48340,7380,14760,138,0,1,0,0,4,0,121556,21224,29915,4982,9Zu01KmYlh55hGKIpZryZIf194uAD1PhcOB-WjeobQPlVGMgd8yVC3srUlyn48d2gfx2XFwRLmUW-Q,0,,,NONE,0,126,94,107,24,26,11,7,4,kCAAR_cssrjiqf03wdHszzkjBFiDydSZU547zWaexhND,282,gdfox,False,100,JUNGLE,42,2577,200594,29869,0,50032,12197,0,48,559,400,1,0,30698,1264,5356,0,10,0,50,4,5,20,False,LA2_1093573916,0.0,0.0,0.0,,,,,,,,,,,,,,,
4,19,0,0,19681,18,235,Senna,0,14,961,10617,961,11118,8,7,0,1,False,False,False,False,False,False,15184,13925,UTILITY,0,2,3124,6632,3864,3047,3094,6676,3364,34,2,9,BOTTOM,377,4,1,785,4350,1291,14633,4,0,1,0,0,5,0,90981,27700,10911,5028,IIqFVAR_SZLcb80uWJTpLglXiOO5Z6xv_aklNQmWjIFz8H_e3ffyPCc_WOXw41JJov31QwBhXNj0vg,0,,,SUPPORT,0,80,54,43,15,6,4,6,3,BdZ3W7sVxTwXvp6IxisnPSX85GKP7kYpvHFD4mIm4S5HGQ,185,Keltuzar,False,100,UTILITY,45,2577,105167,29982,3999,26193,12567,5041,67,200,198,5,0,9834,990,649,1,10,0,73,9,7,32,False,LA2_1093573916,0.0,0.0,1.0,,,,,,,,,,,,,,,
5,11,1,0,19948,18,21,MissFortune,0,6,5962,25212,5962,15876,12,4,0,0,False,False,True,False,False,False,17150,15000,BOTTOM,1,0,6676,1053,6691,3009,6694,3033,3363,30,3,8,TOP,855,2,1,349,18912,1991,11964,47,0,0,0,0,6,0,208982,21200,19433,29,AqKjGRcvVTpFFCjFmWlezHPWxaT0LkdJAARuzQF21RXUjnlkRyEobBE9preSuKozbnh0hnkZd45vhA,0,,,DUO,0,83,75,62,9,5,4,6,3,y3gAnTO-EtujHRBDa8IOytuTLb1b_mq7f-MIqIarQEoBvQ,357,GC Tincho,False,200,BOTTOM,13,2577,236592,23472,0,31710,2100,0,220,383,468,1,0,8696,280,312,2,4,0,44,4,3,16,True,LA2_1093573916,1.0,0.0,3.0,,,,,,,,,,,,,,,
6,12,1,0,20568,18,91,Talon,0,7,0,30147,0,33050,10,6,0,3,False,False,False,True,False,False,14819,14375,JUNGLE,0,0,3158,6630,3142,2055,3053,3071,3364,34,0,2,JUNGLE,504,0,1,482,10842,0,17303,210,0,0,0,0,7,0,211607,11340,37386,4606,1pSrJn0zE1IcXv6dNHVbIAG7x-PdY-rODS8uM4AlMISGEkJiMNYuVaGNG1VETG9XcRv0rnifnDFBRA,0,,,NONE,0,122,299,314,17,8,14,23,11,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,421,GC Elsan Guchote,False,200,JUNGLE,7,2577,248698,13314,0,56619,19292,0,42,346,325,1,0,26247,1973,1930,1,4,0,33,7,6,7,True,LA2_1093573916,1.0,0.0,1.0,,,,,,,,,,,,,,,
7,9,0,0,20792,18,122,Darius,0,2,4148,17500,4148,79221,10,0,1,0,False,False,False,False,False,False,17438,17000,TOP,0,0,3742,6630,3047,3053,3075,3065,3340,26,2,13,TOP,14,7,3,817,2876,701,26151,5,0,0,0,0,8,0,155247,27686,36646,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,DUO,0,88,165,25,15,6,4,6,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,504,GC LDCGOD,False,200,TOP,22,2577,174415,36146,0,65689,20842,0,202,167,354,1,1,16290,7758,2891,2,4,0,26,0,3,13,True,LA2_1093573916,1.0,1.0,2.0,,,,,,,,,,,,,,,
8,19,0,1,19377,18,63,Brand,0,5,801,18936,801,14811,7,2,0,1,False,False,True,False,False,False,16409,13550,UTILITY,0,0,3853,3020,3157,4637,6653,3165,3364,23,2,9,BOTTOM,0,3,1,502,155888,40377,12433,28,1,0,0,0,9,0,7794,1352,11451,4150,_OayGRKsqRXXib_YLi3GDOZYGwO1OggJ0_kRVKGk28C3enR9tep-4pVwd1jtnFM2M9RYAR08iIIn-w,0,,,SOLO,0,94,121,77,12,9,14,6,4,cyjMLAfSDjJA4I5SfPpgLG4rTF_1UR8EauLzuMiWmOfyazY,218,KaijuUwU,False,200,UTILITY,24,2577,165968,43812,0,24460,4011,0,96,71,257,1,0,2286,2082,576,0,4,0,104,2,11,37,True,LA2_1093573916,1.0,1.0,2.0,,,,,,,,,,,,,,,
9,10,0,0,23187,18,134,Syndra,0,6,3606,10374,3606,15217,9,1,2,0,False,False,False,False,False,False,19550,17375,MIDDLE,0,0,6655,3102,3157,3135,3020,3089,3363,30,4,15,MIDDLE,0,4,2,532,199727,31688,10760,24,0,0,0,0,10,0,15448,1980,13246,545,aHCxQd1PzCLFJihfhw2LusJXbT6uKkCZ1dnDbkEkoMCvjPzvyXDUynZwwT_pf-M4ENTBB37zxcYGhA,0,,,SOLO,0,222,227,56,12,6,4,8,14,tn8GY-7OK_PSCf-PoFSqs01DJ5QldOc37EyAJd9dbuA,164,das Ding,False,200,MIDDLE,41,2577,230820,36054,0,24432,2462,0,217,280,374,1,0,15645,2385,426,2,4,0,33,1,7,10,True,LA2_1093573916,0.0,0.0,2.0,,,,,,,,,,,,,,,
0,11,0,0,17523,17,150,Gnar,0,1,1872,4985,1872,66162,10,0,2,0,True,False,False,True,False,False,14818,14200,TOP,0,1,1031,3143,6632,3053,3075,3047,3340,22,3,8,TOP,14,3,2,469,18722,5996,7435,13,0,1,0,0,1,0,130281,21669,39191,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,123,32,29,11,5,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,505,GC LDCGOD,False,100,TOP,50,2271,149346,28008,0,47576,7478,0,172,492,355,1,0,342,342,949,1,8,0,20,0,2,10,False,LA2_1093599622,0.0,0.0,1.0,,,,,,,,,,,,,,,
1,14,0,0,13778,15,64,LeeSin,0,7,0,16206,0,40512,15,5,1,1,True,False,False,False,False,False,12348,12405,JUNGLE,0,1,3053,6630,3123,3026,3047,0,3340,28,1,5,JUNGLE,0,2,2,296,35358,3587,6658,124,0,1,0,0,2,0,88695,13724,41568,4606,1pSrJn0zE1IcXv6dNHVbIAG7x-PdY-rODS8uM4AlMISGEkJiMNYuVaGNG1VETG9XcRv0rnifnDFBRA,0,,,NONE,0,197,82,111,12,2,4,15,11,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,421,GC Elsan Guchote,False,100,JUNGLE,22,2271,141327,17727,565,49581,10581,0,20,357,497,1,0,17273,415,1355,0,8,0,23,7,0,13,False,LA2_1093599622,0.0,0.0,0.0,,,,,,,,,,,,,,,
2,8,0,0,15064,16,7,Leblanc,0,5,0,1962,0,9368,12,2,1,0,False,False,False,False,False,False,11919,11600,MIDDLE,0,1,4629,6655,3020,3135,3108,0,3363,23,2,10,MIDDLE,0,3,2,513,60452,24511,2846,2,0,1,0,0,3,0,11014,1915,26218,682,N1hL68l-asybbUfMPisBv_oh8LFi3dFSps2aXyTLpo-TLkQYTKQNmrK8BrYLCBTvcHkmoyMv_U2fOQ,0,,,CARRY,0,51,110,43,25,6,4,6,14,ku4tPoKeZnwH-Ph5W66v86jXOlX2_BQ6wtAE3M_Yc8k,158,Cap Afroamerica,False,100,MIDDLE,16,2271,74183,27311,0,29774,1682,0,105,20,475,1,0,2716,884,709,0,8,0,30,2,4,13,False,LA2_1093599622,0.0,0.0,0.0,,,,,,,,,,,,,,,
3,6,0,0,14473,15,67,Vayne,0,4,3419,10714,3419,21016,11,0,2,0,False,False,False,False,False,False,14054,13405,BOTTOM,0,1,3006,3072,3153,3086,6673,1036,3363,25,3,9,BOTTOM,485,3,2,528,315,315,2413,19,0,1,0,0,4,0,125120,16037,26881,29,AqKjGRcvVTpFFCjFmWlezHPWxaT0LkdJAARuzQF21RXUjnlkRyEobBE9preSuKozbnh0hnkZd45vhA,0,,,SOLO,0,92,0,10,12,6,4,4,3,y3gAnTO-EtujHRBDa8IOytuTLb1b_mq7f-MIqIarQEoBvQ,357,GC Tincho,False,100,BOTTOM,9,2271,163572,20750,0,30155,2503,0,167,72,390,1,0,38136,4397,859,2,8,0,29,3,2,11,False,LA2_1093599622,0.0,0.0,2.0,,,,,,,,,,,,,,,
4,12,0,0,13166,15,25,Morgana,0,7,719,2903,719,10484,12,2,0,1,False,True,False,False,False,False,9876,9375,UTILITY,0,1,4636,3020,3853,4637,4630,0,3364,24,1,4,MIDDLE,0,2,1,627,52456,18459,5565,12,0,1,0,0,5,0,4788,1058,25435,4655,YMvy-ZiimLnupdAj9S1oER2KHoXOOyl3ea-wvhQ8T26Ap4-X283eG92WiiYJ3UuJXbj7gF7jJbcEvg,0,,,SUPPORT,0,81,74,32,5,9,14,6,4,AL8iomRiEztRkBwzBjRd00ZWMyGENLl_74cTJYoVpvPW,133,Better Call Cova,False,100,UTILITY,62,2271,58910,21183,906,31489,2945,0,38,107,395,1,0,1665,1665,487,0,8,0,72,3,7,32,False,LA2_1093599622,0.0,0.0,1.0,,,,,,,,,,,,,,,
5,13,0,0,18485,18,6,Urgot,0,8,6095,10833,6095,41940,6,4,1,0,False,False,False,False,False,False,13328,11900,TOP,0,0,3071,3047,3211,3181,3075,0,3340,23,2,7,TOP,14,2,2,607,4501,677,15171,8,0,0,0,0,6,0,143699,24917,14071,4970,yyuCLSkWHhNnbl7YjXswwUpVGbwXDRSi6M2u_GPorAgG6ITIVUlCjpFkB3v_J5-zmwU6irM_wN-y6g,0,,,SOLO,0,41,123,24,11,5,4,4,12,J96cxwePTratTwDJ5VRmJVAuqrjue_KDRyUX2cWdV8gscXI,50,ROQUIT0,False,200,TOP,35,2271,166699,26217,0,31154,4366,0,171,243,270,1,0,18498,623,1912,3,3,0,34,4,2,12,True,LA2_1093599622,1.0,1.0,5.0,,,,,,,,,,,,,,,
6,23,1,2,19409,18,104,Graves,0,0,3629,40561,3629,31569,8,0,2,4,False,False,False,False,False,False,18625,16350,JUNGLE,1,0,6673,3142,3111,6676,3031,3035,3340,24,5,15,JUNGLE,727,3,2,530,12663,1440,15754,173,0,0,0,0,7,0,218115,37566,22510,5031,r2I1YMzdeTKNjFzpwCeV_pJN3ob2B5YwImrHAWjbQBFP9qcPVxOLa_1pDDdgNyhQ5USHYXUfZ5uAyw,0,,,NONE,0,104,43,40,12,5,4,19,11,QQkbe5aolCoUaEf3Rkbvoi6MiKaEkz7xiQQlCwPov22A19s,243,Gonpachirø,False,200,JUNGLE,38,2271,246818,40959,0,40424,16265,0,41,662,305,1,0,16039,1953,2159,3,3,0,34,0,6,12,True,LA2_1093599622,1.0,1.0,4.0,,,,,,,,,,,,,,,
7,14,0,8,21392,18,238,Zed,0,5,4446,12081,4446,15577,7,3,8,0,False,False,False,False,False,False,21233,17525,MIDDLE,0,0,3142,6676,3158,6691,6694,3814,3364,31,7,30,MIDDLE,937,8,3,672,8376,1725,7667,5,1,0,0,0,8,0,168646,50393,17484,3367,DCG9GL0bQpWkvI-yp_ql04opsCjxqQy-B7bPREiaZzvNPJtxtVx3RmShBSQPEl11M3FA78ZtjJBsSA,0,,,DUO,0,119,109,119,29,8,14,6,4,bulliGYilvLRastoK0pCAwJqGqBG76jPa7FYgpY39GLB9g,406,Kürumin,False,200,MIDDLE,14,2271,180537,53904,0,26475,5363,0,164,254,268,1,1,3514,1784,1323,0,3,0,25,3,5,10,True,LA2_1093599622,1.0,1.0,3.0,,,,,,,,,,,,,,,
8,17,0,0,15928,16,21,MissFortune,0,3,4734,10062,4734,12067,10,2,2,0,False,False,False,False,False,False,12792,10250,BOTTOM,0,0,6692,3142,3134,3006,3133,1036,3340,20,2,6,MIDDLE,838,2,2,597,8487,1663,10288,21,0,0,0,0,9,0,114345,23669,15107,549,GRWOqgzlIerdjPYbqwzbMrQgHIrrBBEjxr5s-eMnaenyidcJYeKQF1KursKU6ey1-WBRTKr79aVBIg,0,,,DUO,0,88,73,48,7,5,4,7,7,k7UWteOnmhlxVGaJQ5taH4l9hYnha5OAi-suh4taTWpRAlotbuU6KJX-Uw,39,INV K1NG,False,200,BOTTOM,9,2271,122833,25332,0,27007,3984,816,141,228,267,2,0,0,0,1611,2,3,0,38,2,4,13,True,LA2_1093599622,0.0,0.0,3.0,,,,,,,,,,,,,,,
9,24,0,0,15832,16,99,Lux,0,7,2571,6699,2571,7940,5,5,0,0,False,False,False,False,False,False,10193,8675,UTILITY,0,0,3853,3020,6655,3165,3191,0,3364,21,1,2,BOTTOM,0,2,1,700,58485,18654,7485,1,0,0,0,0,10,0,7251,745,6615,1114,-c-3YKuJBYg4Fp-J7wZjGPbnA0mV_bHwU8HK6W1XCxIG0vboqGmS9r_FJaqVP-qsw7-QxRJ93Vpflw,0,,,SOLO,0,60,42,178,7,4,4,3,3,ydhLHkH_j8bj1f8CCvG4SVrApmen_3J_fI0Aam9-06SOBuo-HIJSi8r19g,85,xBren,False,200,UTILITY,50,2271,68331,19400,2603,14799,1680,0,33,252,160,1,0,2595,0,698,0,3,0,58,5,5,28,True,LA2_1093599622,0.0,1.0,2.0,,,,,,,,,,,,,,,
0,17,0,0,12897,14,58,Renekton,0,1,6640,17463,6640,29223,5,0,2,0,False,False,False,False,False,False,14210,14200,TOP,0,0,6333,6630,3047,3071,3053,0,3340,21,4,14,BOTTOM,0,4,3,415,4387,3235,15605,3,0,0,0,0,1,0,117036,28630,23710,4057,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,DUO,0,72,28,40,9,3,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,505,GC LDCGOD,False,100,TOP,21,1587,124968,32161,0,42186,14508,0,140,72,96,1,1,3544,296,2870,1,1,0,16,0,3,7,True,LA2_1093726151,1.0,0.0,4.0,,,,,,,,,,,,,,,
1,13,0,4,13800,15,876,Lillia,0,4,4242,28517,4242,12756,3,4,3,1,False,False,False,True,False,False,15060,12815,JUNGLE,1,0,6653,3165,3108,4637,3158,3067,3364,19,3,14,JUNGLE,0,6,3,756,130820,27289,5663,142,1,0,0,0,2,0,17810,531,20074,5023,V_2SQE5V4PPLU_I7ic9j0cc8uofqEAYPP1oG4NkLLZMW-9H1uLn4kNdSK5_i_ayaF6gSH-Xmzarh5Q,0,,,NONE,0,189,59,78,9,15,11,5,4,U2h5DxtL64_KrD8uFhNWld7BGR1rsOrIKgmIPUDv4-d6MA,332,Dangodaykazoku,False,100,JUNGLE,34,1587,196782,36275,0,25864,14308,0,47,494,87,1,1,48150,8454,126,3,1,0,23,4,3,6,True,LA2_1093726151,2.0,1.0,8.0,,,,,,,,,,,,,,,
2,12,0,0,12156,14,105,Fizz,0,1,3684,4080,3684,7243,4,1,0,0,False,False,False,False,False,False,9934,9760,MIDDLE,0,0,1082,2421,3089,3158,6655,1052,3340,15,3,6,MIDDLE,0,2,1,1035,59097,8339,6811,0,0,0,0,0,3,0,14413,2176,9478,654,WRnAsANs2DTSAz-lSSeExC3-OypmO9Wad2KB5RPqSM7StHMZTxMIYGI12whEzB7oC7FvENn1bSyy9A,0,,,SOLO,0,31,80,63,9,3,4,4,14,TAqdSsgXhephvY3902VSQy2EJm6PHyhRNYO0oNwRF5limw,180,Este NoEs Faker,False,100,MIDDLE,6,1587,76687,11086,0,16473,808,0,134,113,81,1,0,3176,571,184,0,1,0,15,1,1,5,True,LA2_1093726151,0.0,0.0,2.0,,,,,,,,,,,,,,,
3,3,0,0,9982,13,202,Jhin,0,5,3023,8894,3023,6376,6,2,1,1,False,False,False,False,False,False,9710,9400,BOTTOM,0,0,3086,6671,3006,2015,3033,0,3340,22,1,4,BOTTOM,976,2,2,420,8342,563,3977,27,0,0,0,0,4,0,104010,7455,7328,29,AqKjGRcvVTpFFCjFmWlezHPWxaT0LkdJAARuzQF21RXUjnlkRyEobBE9preSuKozbnh0hnkZd45vhA,0,,,DUO,0,65,22,27,8,2,4,3,1,y3gAnTO-EtujHRBDa8IOytuTLb1b_mq7f-MIqIarQEoBvQ,358,GC Tincho,False,100,BOTTOM,11,1587,112352,8019,0,11369,435,0,137,137,123,1,0,0,0,63,2,1,0,21,2,0,9,True,LA2_1093726151,0.0,1.0,3.0,,,,,,,,,,,,,,,
4,21,0,1,10301,13,350,Yuumi,0,5,2311,3015,2311,3566,4,2,0,0,False,False,False,False,False,False,7346,6570,UTILITY,1,0,3853,2065,6616,3916,1004,0,3340,17,0,1,BOTTOM,0,0,1,412,10861,5262,1560,0,0,0,0,0,5,0,2950,1095,4187,3541,rtxqD7OIsnbbBYc5cJeZ38LQKvaYYsRb00jDnu_BeDxIIuRSXHFYfEkPxLW8elg7Rsv17qMB7seVIA,0,,,SUPPORT,0,35,96,57,6,5,3,6,14,gdIXHSzV08i_msnXySvJlazzuAgS7IEXNO_ihgQSYxo,231,Hacia el mañana,False,100,UTILITY,25,1587,14558,7104,2782,5747,10140,8740,6,44,64,5,0,746,746,0,3,1,0,41,2,2,24,True,LA2_1093726151,2.0,1.0,6.0,,,,,,,,,,,,,,,
5,6,0,0,10871,13,31,Chogath,0,6,5078,13894,5078,23235,7,1,0,1,True,False,False,False,False,False,7714,7400,TOP,0,2,6662,3047,3075,0,1054,2055,3340,23,0,0,TOP,0,0,0,292,67800,9372,9857,13,0,1,0,0,6,0,25673,2112,14910,897,LVxbqiRX5FP-rYS3j088zpbeY5SQqM_zXvDN5X604wQ3iioHT3z12xEaHWa0QGlSgCPCtZKTssGGCg,0,,,SOLO,0,54,31,65,11,4,4,3,12,KFa61q3_mAsbtoJHKe5FbocCtyGAvmo6H0HIBa4D4M6gGA,323,TheCûmLord,False,200,TOP,57,1587,108275,13169,0,27289,5651,0,132,1208,149,1,0,14802,1683,2521,1,9,0,15,2,0,9,False,LA2_1093726151,0.0,0.0,1.0,,,,,,,,,,,,,,,
6,8,0,0,9240,12,5,XinZhao,0,2,0,3715,0,23709,12,2,1,0,False,True,False,False,False,False,9303,9100,JUNGLE,0,2,3111,6630,1033,3053,0,3076,3364,19,2,6,JUNGLE,0,2,2,197,16119,1825,12902,96,0,1,0,0,7,0,91754,15221,19493,21,lNjzhYRikm55RqTjd0tbg2sQYu7qva6UeTzwYkZtj_2P7rZEg1AOpgo8juAS10AoAnlY5zcIJ1QvoA,0,,,NONE,0,69,82,0,8,6,4,17,11,5OvBoa7n6Owt-oVGNDv3ZLK7a3RBVE53N8a0AU3RaPrhUB9ksb_yYjgtMg,53,TOMASMARQUET,False,200,JUNGLE,23,1587,117060,17726,0,34254,10665,0,21,367,333,1,0,9186,678,1858,0,9,0,22,2,4,3,False,LA2_1093726151,0.0,0.0,0.0,,,,,,,,,,,,,,,
