12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,doubleAces,dragonTakedowns,earliestBaron,earliestDragonTakedown,earliestElderDragon,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadAfkTeammate,hadOpenNexus,highestChampionDamage,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerKillsEarlyJungle,junglerTakedownsNearDamagedEpicMonster,kda,killParticipation,killsNearEnemyTurret,killsOnLanersEarlyJungleAsJungler,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,laneMinionsFirst10Minutes,legendaryCount,lostAnInhibitor,maxKillDeficit,moreEnemyJungleThanOpponent,mostWardsDestroyedOneSweeper,multiKillOneSpell,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,poroExplosions,riftHeraldTakedowns,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirst25Minutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,controlWardTimeCoverageInRiverOrEnemyHalf,earlyLaningPhaseGoldExpAdvantage,laningPhaseGoldExpAdvantage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,visionScoreAdvantageLaneOpponent,teleportTakedowns,highestCrowdControlScore,shortestTimeToAceFromFirstTakedown,highestWardKills,id_game,summonerId,baronBuffGoldAdvantageOverThreshold,fastestLegendary,thirdInhibitorDestroyedTime,completeSupportQuestInTime,dodgeSkillShotsSmallWindow,epicMonsterStolenWithoutSmite,kTurretsDestroyedBeforePlatesFall,landSkillShotsEarlyGame,multiTurretRiftHeraldCount,quickCleanse,quickFirstTurret,quickSoloKills,soloTurretsLategame,threeWardsOneSweeperCount,fasterSupportQuestCompletion,mejaisFullStackInTime,immobilizeAndKillWithAlly,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,knockEnemyIntoTeamAndKill,pickKillWithAlly,saveAllyFromDeath,survivedThreeImmobilizesInFight,tookLargeDamageSurvived,takedownsFirstXMinutes,killingSprees,playedChampSelectPosition
0,122,0,4.0,1,0,675,0,0,5000.545379756087,0.286656337066173,0,8,0,1,1560.2841529974705,1478.2013332494626,1856.419489862145,0.0,0,0,36,1.0,0,0,0,880.4493955711463,0,1,1991.5562691055445,0.0,556.2500731199731,0.0,0,1.0,0,0,0.0,0.0,2,3.625,1.0,6,0.0,0.0,0,0,0,67,0,0,7,-117.25000005960464,0.0,0,5,0,6673.0,0,5,0,1,0,0,0,1,96,114,0,0,11,10,0,0,29,0,0,24.0,0,0,1,0.4682564626949343,1,2,0,4,10,0,0,0.5964355357900115,1,1,0,,,,,,,,,,,LA2_1140394943,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,187,0,95.50000011920929,1,0,0,0,6,5048.603901367924,0.31578676748053514,0,7,0,5,1560.2841529974705,475.94499748632103,1856.419489862145,0.0,0,0,7,8.800000011920929,1,3,0,880.4493955711463,0,1,1991.5562691055445,,332.11761486699766,0.0,0,,2,0,51.750000059604645,0.0,0,0.5714285714285714,0.13793103448275862,0,0.0,,0,0,1,5,0,0,7,-65.5,0.0,0,0,0,6630.0,0,0,0,1,0,0,2,3,68,40,0,0,0,2,0,1,4,0,0,4.0,0,0,1,0.06504064749576342,1,2,2,2,10,0,0,1.0209036695632192,3,2,0,0.5902166356422953,-0.21195536851882935,-0.03770792484283447,54.54999998211861,2.0,1.6373834609985352,,,,,LA2_1140394943,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,204,0,0.0,1,0,375,0,3,4181.492919223497,0.14306464312157888,0,5,0,2,1560.2841529974705,846.7140003871699,1856.419489862145,0.0,0,0,13,0.0,0,0,0,880.4493955711463,0,1,1991.5562691055445,0.0,359.7281868932635,0.0,0,,0,0,0.0,0.0,2,3.2,0.5517241379310345,0,0.0,0.0,0,2,0,49,0,0,7,-117.25000005960464,0.0,0,1,0,6655.0,0,2,0,1,0,0,0,0,48,28,0,0,0,3,0,0,16,0,0,14.0,0,0,1,0.2461870502422607,1,2,1,7,10,0,0,0.5441486330419766,1,1,0,0.41615586834747453,,,,,,1.0,,,,LA2_1140394943,0nPz7ri619KkdYlJiPSnsVS35NgxoQtJoWH_2wcjYRSLRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,182,0,6.9000000059604645,1,0,750,1,4,5082.719181490295,0.13688366602772783,0,5,0,4,1560.2841529974705,846.7140003871699,1856.419489862145,998.2545776367188,0,1,0,18.80000004172325,0,0,0,880.4493955711463,0,1,1991.5562691055445,0.0,445.9532428683952,0.0,0,,0,1,4.0,0.0,1,3.8,0.6551724137931034,2,0.0,0.0,0,0,0,53,0,0,7,-113.25000005960464,0.0,0,2,1,6671.0,0,2,0,1,0,0,0,2,230,114,0,0,2,4,0,0,19,0,0,14.0,0,1,1,0.1752065128945046,1,2,0,5,10,0,0,1.4326618938085536,4,1,0,0.01348230860144961,-0.24361646175384521,-0.13134241104125977,2.0,4.0,3.7839622497558594,,,,,LA2_1140394943,Vo0HO5GXOvFmiVtagkz8G1Wa8GIPcTwUNvXs-DxCl2zbLe4,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,86,0,0.0,1,0,0,0,4,611.4246730130764,0.11760858630398517,0,4,0,5,1560.2841529974705,475.94499748632103,1856.419489862145,4256.58056640625,0,0,34,0.0,0,0,0,880.4493955711463,0,1,1991.5562691055445,0.0,260.0536929506925,0.0,0,,0,0,0.0,0.0,1,4.25,0.5862068965517241,0,0.0,0.0,0,0,0,16,0,0,7,-117.25000005960464,0.0,0,0,0,3190.0,0,0,0,1,0,0,0,0,68,73,0,0,0,23,1,0,17,0,0,14.0,0,0,1,0.045309326672536974,1,2,0,5,10,0,0,1.9699199014385411,6,5,2,0.25043324993913546,-0.29076898097991943,-0.26294583082199097,19.0,1.0,1.1956015825271606,2.0,,,,LA2_1140394943,kJbpdQ8IIzoyt6aOlvEZKzGkWeGts8cX_qHkOLn94fvK3_4,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,185,0,0.0,0,0,0,0,1,2485.221097204007,0.26137020903772934,0,7,0,0,,,,0.0,0,0,29,1.2000000178813934,0,0,0,,0,0,1991.5562691055445,0.0,295.6869540501252,0.0,0,,0,0,0.0,0.0,0,1.4285714285714286,0.2631578947368421,1,0.0,1.0,0,2,0,41,0,0,0,-121.00000005960464,0.0,0,0,0,6662.0,0,1,0,0,0,0,1,0,51,38,0,0,1,7,1,0,10,0,0,8.0,0,0,0,0.1552719747292951,0,0,2,1,0,0,0,0.7336791022698296,0,0,0,,,,,,,,1.0,22.599701381767545,,LA2_1140394943,JZiyWPB75MB-GmjfsyJj7na3IvvGHYvXTqAyWMrjDYKHdPo,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,102,0,98.00000014901161,0,0,0,0,0,3945.004810749651,0.2570782765779805,0,13,0,1,,1170.3777759573313,,0.0,0,0,0,0.0,0,0,0,,0,0,1991.5562691055445,,297.2924627606253,0.0,0,,2,1,52.000000059604645,0.0,0,0.8461538461538461,0.2894736842105263,0,1.0,,0,0,0,1,0,0,0,-69.0,0.0,0,0,0,6691.0,0,0,0,0,0,0,0,2,39,24,0,0,1,10,0,0,11,0,0,11.0,0,0,0,0.12985219250576097,0,0,0,0,0,0,0,0.6234970170152718,3,1,1,,0.0,0.0,7.25,1.0,0.6107305288314819,2.0,,22.599701381767545,,LA2_1140394943,0JqvGFzEv7Nzbk5Wbuue4QLCfNB4pBdFwd3S4t_UpNoYcw,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,322,0,10.400000005960464,0,0,1850,0,1,5513.78988524981,0.20823620687341687,0,6,0,0,,,,0.0,0,0,0,0.0,0,0,0,,0,0,1991.5562691055445,0.0,514.4254679206883,0.0,0,,0,0,0.0,0.0,0,3.0,0.47368421052631576,3,0.0,0.0,0,0,0,67,0,0,0,-121.00000005960464,0.0,0,2,0,4644.0,0,2,0,0,0,0,0,2,58,46,0,0,5,6,0,0,18,0,0,13.0,0,0,0,0.34154776248166463,0,0,0,1,0,0,0,1.010110842652845,9,2,0,0.13232868593640706,,,,,,16.0,,,1.0,LA2_1140394943,E9zLP4KLLiP3VCwC6VrcwflnLAW1TjgSFx7AxucIDu3h3Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,507,0,12.000000029802322,0,0,300,0,0,4774.056204181557,0.17255451848711825,0,7,0,0,,,,0.0,0,0,0,0.0,0,0,0,,0,0,1991.5562691055445,0.0,344.64131833607007,0.0,0,,0,0,0.0,0.0,0,1.2857142857142858,0.23684210526315788,2,0.0,0.0,0,0,0,83,0,0,0,-121.00000005960464,0.0,0,2,0,3078.0,0,0,0,0,0,0,0,0,31,22,0,0,1,4,0,0,9,1,0,8.0,0,0,0,0.14902462694468072,0,0,1,1,0,0,0,0.37861422062498723,2,1,0,,0.0,0.0,47.400000005960464,1.0,0.2642732560634613,,,,,LA2_1140394943,wGl2Ug6ow5pxsAuQB_OhVLIHnl3asaDbLmnCoZSs27TCLg,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,212,0,0.0,1,0,0,0,1,1968.8084113917662,0.10076078902375502,0,5,0,1,,1478.2013332494626,,1342.2127685546875,0,0,22,0.4000000059604645,0,0,0,,0,0,1991.5562691055445,0.0,258.96687800171185,0.0,0,,0,0,0.0,0.0,0,2.2,0.2894736842105263,1,0.0,0.0,0,0,0,3,0,0,0,-121.00000005960464,0.0,0,0,0,6655.0,0,0,0,0,0,0,0,0,31,20,0,0,0,20,0,1,11,0,0,10.0,0,0,0,0.22430344333859856,0,0,1,1,0,0,0,1.6476390173413096,8,4,1,,0.0,0.0,26.400000005960464,1.0,0.8363990187644958,,,,,LA2_1140394943,5H-nLnMO35E9av-xlgtK5SnJWn8xQcFl1thnzNWcs44uNa0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,112,0,0.0,0,0,0,0,1,2743.6519966863816,0.17113593871597763,0,1,0,0,,,,0.0,0,0,0,0.0,0,0,0,660.5652622735067,1,0,1227.4425898646318,0.0,440.19645673679827,0.0,0,,0,0,0.0,0.0,0,4.0,0.36363636363636365,3,0.0,0.0,0,0,0,60,0,0,0,-120.00000005960464,0.0,0,1,1,3152.0,1,3,0,0,0,0,0,0,6,19,0,0,0,4,0,0,8,0,0,8.0,0,0,0,0.06005098913867911,0,1,5,4,0,0,0,0.5360846522974687,0,0,0,0.44982646916828634,,,,,,2.0,,5.492265134370882,,LA2_1140911710,I9hcYFrpBZL_eSXaISH6CaoBK_VZF_zJl8CDe3JrE7Iz,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,107,0,59.00000014901161,0,0,0,0,1,4494.902181623393,0.25461085474005407,0,4,0,2,,674.5467015217143,,0.0,0,0,6,0.0,2,0,0,660.5652622735067,1,0,1227.4425898646318,,456.64543443071767,0.0,0,,1,0,48.00000008940697,0.0,0,4.25,0.7727272727272727,1,1.0,,0,0,0,0,0,0,0,-71.99999997019768,0.0,0,2,1,6691.0,0,6,0,0,0,0,1,3,15,24,0,0,4,6,0,0,17,1,0,17.0,0,0,0,0.12860551919880123,0,1,0,2,0,0,0,0.8340703417347529,0,0,1,0.16310844952977166,0.0,0.0,15.500000059604645,2.0,1.7000763416290283,,1.0,,,LA2_1140911710,kTSewK5BuAFwd_uD77ji5WREa3sdTD0My07tDYcubPP2xg,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,237,0,4.0,0,0,0,0,1,3756.2024086262727,0.1636057806718154,0,2,0,0,,,,0.0,0,0,18,0.0,0,0,0,660.5652622735067,1,0,1227.4425898646318,0.0,441.7540493154955,0.0,0,,0,0,0.0,0.0,0,4.0,0.5454545454545454,3,0.0,0.0,0,1,0,55,0,0,0,-120.00000005960464,0.0,0,1,0,6672.0,1,4,0,0,0,0,0,0,21,11,0,0,1,6,0,0,12,0,0,12.0,0,0,0,0.1252728073064735,0,1,4,3,0,0,0,0.4251419293252374,1,1,1,0.012381492932943288,,,,,,3.0,,5.492265134370882,,LA2_1140911710,sER4XS5wAKTqn2nz8qaTZE5yLkFx1-Hvj9qIk3gieooePQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,146,0,0.0,0,0,0,0,1,4781.497306645733,0.24025809477634763,0,6,0,0,,,,435.0,0,0,11,0.0,0,0,0,660.5652622735067,1,0,1227.4425898646318,0.0,559.0328605618739,0.0,0,1.0,0,0,0.0,0.0,0,4.166666666666667,1.1363636363636365,7,0.0,1.0,0,0,0,71,0,0,0,-120.00000005960464,0.0,0,2,1,6672.0,0,6,0,0,0,0,0,0,19,29,0,0,4,4,0,1,25,0,0,25.0,0,2,0,0.36499803029008276,0,1,9,4,0,0,0,0.36441785695879947,1,1,0,,-0.08660256862640381,0.0,54.0,2.0,0.49415823817253113,1.0,,5.492265134370882,,LA2_1140911710,uB7F3sQigYklldWIz1HuGj3i6-CJ24kQieg1FLGkdKmY9g,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,119,0,1.5,0,0,0,0,3,2221.194516560387,0.17038933109580529,0,5,0,1,,674.5467015217143,,0.0,0,0,12,0.0,0,0,0,660.5652622735067,1,0,1227.4425898646318,0.0,498.46604809331774,0.0,0,,0,0,0.0,0.0,0,3.5714285714285716,1.1363636363636365,7,0.0,0.0,0,0,0,7,0,0,0,-120.00000005960464,0.0,0,4,0,6653.0,2,2,0,0,0,0,0,0,20,27,0,0,1,9,0,0,25,1,0,25.0,0,0,0,0.3210726540659634,0,1,3,2,0,0,0,1.4241591356819754,5,5,0,0.20258767229463842,0.0,0.0,20.5,2.0,2.621765613555908,2.0,,5.492265134370882,1.0,LA2_1140911710,g_ezqQcilq32RioR1yV7VmC5o185L8h-Ei0d0pq0kqKJKII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,144,0,0.0,0,0,0,0,3,778.5275331434344,0.1845192536530455,0,10,0,0,,,,1730.5989990234375,0,0,24,0.0,0,0,0,,0,1,1227.4425898646318,0.0,227.57872079697995,0.0,0,,0,1,4.0,0.0,0,0.7,0.17073170731707318,0,0.0,0.0,0,0,0,8,0,0,0,-112.00000008940697,0.0,0,0,0,2065.0,0,0,0,0,0,0,0,1,74,14,0,0,0,2,0,0,7,0,0,7.0,0,0,0,0.07423479710711994,0,0,0,0,0,0,0,0.6279216076323373,3,3,0,0.05056250240883924,,,,,,,,,,LA2_1140911710,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,179,0,64.00000008940697,0,0,1050,1,0,3082.811634629946,0.25350870161269345,0,12,0,1,,674.5467015217143,,0.0,0,0,5,8.0,0,0,0,,0,1,1227.4425898646318,,397.0813976679571,0.0,0,,3,1,48.000000059604645,0.0,0,0.8333333333333334,0.24390243902439024,1,2.0,,0,1,0,2,0,0,0,-68.00000002980232,0.0,0,0,0,6691.0,0,1,0,0,0,0,0,1,138,22,0,0,1,3,0,0,10,0,0,10.0,0,0,0,0.34304013298693287,0,0,0,0,0,0,0,0.4906075736171375,1,1,0,,-0.11477857828140259,-0.22823184728622437,19.999999970197678,1.0,0.5882088541984558,1.0,,,,LA2_1140911710,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,209,0,0.0,0,0,375,0,0,3058.775950909493,0.1829918730757938,0,5,0,0,,,,0.0,0,0,20,0.0,0,0,0,,0,1,1227.4425898646318,0.0,328.9885999353824,0.0,0,,0,0,0.0,0.0,0,1.8,0.21951219512195122,0,0.0,0.0,0,1,0,56,0,0,0,-116.00000008940697,0.0,0,0,0,,0,1,0,0,0,0,0,0,94,18,0,0,1,3,0,0,9,0,0,9.0,0,0,0,0.26249001637664243,0,0,0,0,0,0,0,0.3149083070545773,1,1,0,,,,,,,2.0,,,,LA2_1140911710,0nPz7ri619KkdYlJiPSnsVS35NgxoQtJoWH_2wcjYRSLRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,65,0,0.0,0,0,500,0,1,1633.4732915867946,0.18126575402400968,0,6,0,0,,,,540.0,0,0,6,0.0,0,0,0,,0,1,1227.4425898646318,0.0,384.2986985613493,0.0,0,,0,0,0.0,0.0,0,1.6666666666666667,0.24390243902439024,0,0.0,0.0,0,3,0,41,0,0,0,-116.00000008940697,0.0,0,1,0,,0,0,0,0,0,0,0,0,47,15,0,0,0,5,1,0,10,0,0,10.0,0,0,0,0.19381291821668986,0,0,0,0,0,0,0,0.7374517699341125,3,3,0,,0.0,-0.35378777980804443,0.0,1.0,2.0236432552337646,1.0,,,,LA2_1140911710,Yoypu1Rxu5o5sbSBNV2LVUAqk0QPhYdbQECAF-zHkU6s,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,0,0.0,0,0,150,0,2,447.70320421206407,0.19771441763445757,0,8,0,0,,,,1047.647705078125,0,0,9,0.0,0,0,0,,0,1,1227.4425898646318,0.0,235.2234504766873,0.0,0,,0,0,0.0,0.0,0,1.375,0.2682926829268293,0,0.0,0.0,0,0,0,6,0,0,0,-116.00000008940697,0.0,0,0,0,,0,1,0,0,0,0,0,0,39,27,0,0,0,6,0,0,11,0,0,11.0,0,0,0,0.12642213531261492,0,0,0,0,0,0,0,0.5432061006226356,0,0,1,0.10554006736894622,-0.1310250163078308,-0.419749915599823,4.0,0.0,0.38142234086990356,4.0,,,,LA2_1140911710,TSXox39SSpF7k4pgohPQ1SbKmTuMLUhKqSa1BLc1bbIjjpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,192,0,4.0,0,0,375,1,4,4868.512535845522,0.31121404259892227,0,6,0,0,,,,0.0,0,0,17,9.500000029802322,0,0,0,752.1311916106025,1,3,1527.072265709762,0.0,468.4852422357281,0.0,0,1.0,0,0,0.0,0.0,0,3.6666666666666665,0.7333333333333333,5,0.0,3.0,0,0,0,66,0,0,7,-120.00000005960464,0.0,0,2,1,6632.0,0,5,0,0,0,0,1,0,207,111,0,0,5,3,0,0,22,0,1,20.0,0,1,0,0.3019755424047592,0,2,4,5,10,0,0,1.1331651491372159,2,2,0,0.5891413291207788,,,,,,4.0,,34.45809226640199,,LA2_1140916234,YvBk19hfvD3IV0D5CKTqFVhxGm2wdtCXRYQLfMMN9ieaCu0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,421,0,83.50000011920929,0,0,300,0,3,5856.6494041087,0.2781093445220323,0,9,0,1,,642.8252532330397,,282.6600341796875,0,0,23,0.0,2,0,1,752.1311916106025,1,3,1527.072265709762,,487.85848121191344,0.0,0,,2,1,40.40000006556511,0.0,0,2.0,0.6,5,3.0,,0,0,0,2,0,0,7,-79.59999999403954,0.0,0,1,0,6630.0,0,3,0,0,0,0,2,3,138,143,0,0,1,6,0,1,18,0,1,17.0,0,0,0,0.15905302333416685,0,2,1,4,10,0,0,0.5164029065861311,0,0,1,0.16718012218008702,0.0,0.0,52.0,3.0,0.6235835552215576,1.0,1.0,34.45809226640199,,LA2_1140916234,l-PvLVMxr3bhpyBAC3E0gGNpP3Elb3r3PogNjBHn0uCKwQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,204,0,0.0,0,0,300,0,0,2941.720740479874,0.10871339344357454,0,5,0,0,,,,1718.968994140625,0,0,13,0.0,0,0,0,752.1311916106025,1,3,1527.072265709762,0.0,340.4714009078649,0.0,0,,0,0,0.0,0.0,0,3.6,0.6,1,0.0,0.0,0,1,0,43,0,0,7,-120.00000005960464,0.0,0,0,0,6655.0,0,0,0,0,0,0,0,0,303,189,0,0,1,4,1,0,18,0,0,16.0,0,0,0,0.18182036107567262,0,2,0,4,10,0,0,0.6628501481193377,1,1,1,,,,,,,,,34.45809226640199,,LA2_1140916234,l5GKGf65q409TAKxn_7QF6lfAl4p2sXDEBUMYQ_51JRYAA,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,184,0,4.000000029802322,0,0,600,0,3,5143.916373596795,0.20045124691827426,0,7,0,0,,,,470.9999694824219,0,0,14,1.0,0,0,0,752.1311916106025,1,3,1527.072265709762,0.0,520.6074992580607,0.0,0,,0,0,0.0,0.0,1,2.5714285714285716,0.6,2,0.0,0.0,0,1,0,63,0,0,7,-120.00000005960464,0.0,0,3,0,6673.0,0,3,0,0,0,0,0,0,127,70,0,0,0,7,0,0,18,0,1,16.0,0,0,0,0.24132136887118344,0,2,3,4,10,0,0,0.8516373264324356,1,1,1,,-0.4268469214439392,-0.18161064386367798,79.00000002980232,1.0,1.1549110412597656,3.0,,34.45809226640199,,LA2_1140916234,Jj8PRwtl2WJwzaywr3ADc9fNfTYNcwbgo7DBfbcFoFDm3g,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,158,0,0.0,0,0,0,0,1,1053.8885299999145,0.10151197251719658,0,3,0,0,,,,7812.0615234375,0,0,21,0.0,0,0,0,752.1311916106025,1,3,1527.072265709762,0.0,335.28922658304873,0.0,0,,0,0,0.0,0.0,1,6.666666666666667,0.6666666666666666,1,0.0,0.0,0,0,0,5,0,0,7,-120.00000005960464,0.0,0,0,0,2065.0,0,0,0,0,0,0,0,0,86,54,0,0,0,19,0,1,20,0,1,18.0,0,0,0,0.11582970431421787,0,2,3,6,10,0,0,1.8641985474964184,8,7,0,,0.0,-0.06644445657730103,0.0,3.0,0.9663365483283997,3.0,,34.45809226640199,1.0,LA2_1140916234,SfB77X2QW13Um7FxJSW4K2S5ITFvcG9SjdaUa9rLXrBhcvE,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,81,0,4.0,0,0,825,0,0,3351.4705041619322,0.18813666885349803,0,8,0,3,,642.8252532330397,,386.55352783203125,0,0,25,0.0,1,0,0,,0,0,1527.072265709762,1.0,489.84976866571094,0.0,0,,0,0,0.0,0.0,0,2.625,0.5526315789473685,2,0.0,2.0,0,1,0,53,0,0,0,-112.40000006556511,0.0,0,1,0,6673.0,0,0,0,0,0,0,0,2,49,36,0,0,1,5,0,0,21,0,3,21.0,0,0,0,0.2841773972434388,0,0,2,0,0,0,0,0.7374051401470312,5,4,1,,0.0,0.0,9.0,2.0,0.865867555141449,,,,,LA2_1140916234,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,185,0,72.50000011920929,0,0,0,1,1,3282.366456259554,0.2831306250068734,0,10,0,2,,642.8252532330397,,0.0,0,0,0,4.0,0,0,0,,0,0,1527.072265709762,,289.01616781941703,0.0,0,,2,1,48.000000059604645,0.0,0,1.2,0.3157894736842105,1,0.0,,0,0,0,1,0,0,0,-64.40000000596046,0.0,0,0,0,4633.0,0,0,0,0,0,0,1,2,47,18,0,0,0,2,0,0,12,0,2,12.0,0,0,0,0.11803000897969906,0,0,0,0,0,0,0,0.8281214677165264,2,1,0,0.3664668362493896,-0.28722912073135376,-0.20657509565353394,11.0,1.0,1.6036343574523926,,,,,LA2_1140916234,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,554,0,7.0,0,0,150,0,1,4756.237642999955,0.1876008050561385,0,9,0,1,,1387.1859390992397,,0.0,0,0,1,0.0,0,0,0,,0,0,1527.072265709762,1.0,432.0095771259234,0.0,0,,0,0,0.0,0.0,0,1.7777777777777777,0.42105263157894735,3,0.0,3.0,0,0,0,53,0,0,0,-112.40000006556511,0.0,0,1,0,3078.0,0,1,0,0,0,0,0,0,59,44,0,0,3,7,0,0,16,0,4,16.0,0,0,0,0.29402682089989346,0,0,2,1,0,0,0,0.6022984793717955,2,2,0,0.04470877076277489,,,,,,,,,,LA2_1140916234,eZnkTJFWgVkB2xBMEuLdCq94eE6HDE6NUb-KDEjNArLbHg,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,130,0,0.0,0,0,150,0,0,3761.9717057593834,0.19074451255167166,0,4,0,0,,,,0.0,0,0,22,0.0,0,0,0,,0,0,1527.072265709762,0.0,351.7761213115037,0.0,0,,0,0,0.0,0.0,0,2.0,0.21052631578947367,0,0.0,1.0,0,1,0,33,0,0,0,-112.40000006556511,0.0,0,0,0,4633.0,0,0,0,0,0,0,1,0,24,23,0,0,0,6,0,0,8,0,0,8.0,0,0,0,0.19918252925574245,0,0,0,2,0,0,0,0.48085318431489976,4,3,0,,,,,,,,,,,LA2_1140916234,0nPz7ri619KkdYlJiPSnsVS35NgxoQtJoWH_2wcjYRSLRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,134,0,0.0,0,0,800,0,3,1289.8801704446462,0.1503873885318184,0,7,0,1,,1387.1859390992397,,0.0,0,0,15,0.0,0,0,0,,0,0,1527.072265709762,0.0,404.58969047240055,0.0,0,,0,0,0.0,0.0,0,1.4285714285714286,0.2631578947368421,1,0.0,0.0,0,2,0,16,0,0,0,-112.40000006556511,0.0,0,1,0,6693.0,0,0,0,0,0,0,0,0,34,33,0,0,0,21,0,0,10,0,0,10.0,0,0,0,0.10458324362122622,0,0,2,1,0,0,0,1.9291400580362479,7,7,2,0.18682409380985873,-0.06645727157592773,0.0,33.0,1.0,1.0348361730575562,2.0,,,,LA2_1140916234,B4I3CRYYby-k8JyENGhBnlHRAse56fM0nWHd1xg1rYobAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,294,0,12.0,0,0,0,0,0,4834.4178001207265,0.20427497053840982,0,10,0,0,,,,0.0,0,0,36,1.5,0,0,0,,0,0,1665.5474393005345,0.0,316.8027211275907,0.0,0,,0,0,0.0,0.0,0,0.6,0.1276595744680851,0,0.0,0.0,0,0,0,55,0,0,0,-122.00000008940697,0.0,0,0,0,6673.0,0,0,0,0,0,0,1,0,17,16,0,0,0,4,0,0,6,0,0,5.0,0,0,0,0.10231314643864162,0,1,0,1,0,0,0,0.15196962019702506,0,0,0,,,,,,,4.0,,,,LA2_1140951337,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,,,,,,,,,,,,,,,,,,,,,,,,,,,
